rodada upp submitted finished preempted notStarted submittedTasks finishedTasks success sumOfJobsMakespan sumOfTasksMakespan finishedCost preemptedCost totalCost costByTask nPeers nMachines instance limit group groupedCloudUser utilization realUtilization goodput badput avTime cost hostname ipaddress simulationDuration simulationDurationF
5 10 125 125 0 0 373698 373698 1.0000 1432244 4031453411 7926.7262 0.0000 7926.7262 0.0212 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:20:10.999 1210999
5 10 125 125 0 0 373698 373698 1.0000 5987189 23052728540 13206.1420 0.0000 13206.1420 0.0353 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:20:51.745 1251745
5 10 125 125 0 0 373698 373698 1.0000 24420293 98586542789 12114.3810 0.0000 12114.3810 0.0324 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:23:17.467 1397467
5 10 125 125 0 0 373698 373698 1.0000 3138938 10926071588 14546.9580 0.0000 14546.9580 0.0389 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:18:21.021 1101021
5 10 125 125 0 0 373698 373698 1.0000 1800549 6232699165 17987.6940 0.0000 17987.6940 0.0481 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:19:29.552 1169552
5 10 125 125 0 0 373698 373698 1.0000 1092042 3072504215 20153.4650 0.0000 20153.4650 0.0539 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:19:41.027 1181027
5 10 125 125 0 0 373698 373698 1.0000 3524980 13598086462 12015.4940 0.0000 12015.4940 0.0322 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:19:43.709 1183709
5 10 74 74 0 0 317986 317986 1.0000 3597623 15315006316 2575.9020 0.0000 2575.9020 0.0081 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:19:31.337 1171337
5 10 74 74 0 0 317986 317986 1.0000 1135547 3717410767 2273.4900 0.0000 2273.4900 0.0071 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:17:31.228 1051228
5 10 74 74 0 0 317986 317986 1.0000 4531682 19277754911 2292.6540 0.0000 2292.6540 0.0072 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:04:14.029 254029
5 10 74 74 0 0 317986 317986 1.0000 18285268 82376291910 2067.5550 0.0000 2067.5550 0.0065 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:04:17.768 257768
5 10 74 74 0 0 317986 317986 1.0000 2430435 9516253441 3502.4300 0.0000 3502.4300 0.0110 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:03:41.426 221426
5 10 74 74 0 0 317986 317986 1.0000 1464443 5700843122 2215.0200 0.0000 2215.0200 0.0070 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:03:52.087 232087
5 10 74 74 0 0 317986 317986 1.0000 868451 2821444163 2931.6650 0.0000 2931.6650 0.0092 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:03:25.887 205887
5 10 74 74 0 0 317986 317986 1.0000 2740268 11666612540 2863.7110 0.0000 2863.7110 0.0090 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:03:39.567 219567
6 1 11 11 0 0 34004 34004 1.0000 331329 975225003 529.1090 0.0000 529.1090 0.0156 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:02:05.726 125726
6 1 11 11 0 0 34004 34004 1.0000 128396 259263606 742.2330 0.0000 742.2330 0.0218 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:01:47.858 107858
6 1 11 11 0 0 34004 34004 1.0000 414143 1218954158 1513.7440 0.0000 1513.7440 0.0445 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:22.087 82087
6 1 11 11 0 0 34004 34004 1.0000 1546921 4821951700 1236.3610 0.0000 1236.3610 0.0364 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:27.864 87864
6 1 11 11 0 0 34004 34004 1.0000 237798 622593472 1451.4020 0.0000 1451.4020 0.0427 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:12.620 72620
6 1 11 11 0 0 34004 34004 1.0000 146353 383192965 1616.9060 0.0000 1616.9060 0.0476 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:38.080 98080
6 1 11 11 0 0 34004 34004 1.0000 98770 199451872 2011.5540 0.0000 2011.5540 0.0592 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:32.167 92167
6 1 11 11 0 0 34004 34004 1.0000 254895 750238213 1177.9250 0.0000 1177.9250 0.0346 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:02:28.625 148625
6 1 8 8 0 0 21607 21607 1.0000 245296 504814643 324.8160 0.0000 324.8160 0.0150 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:00:46.123 46123
6 1 8 8 0 0 21607 21607 1.0000 90414 135183314 187.3150 0.0000 187.3150 0.0087 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:00:40.265 40265
6 1 8 8 0 0 21607 21607 1.0000 309154 631562496 191.3340 0.0000 191.3340 0.0089 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:09.628 9628
6 1 8 8 0 0 21607 21607 1.0000 1189777 2498418785 194.1310 0.0000 194.1310 0.0090 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:09.535 9535
6 1 8 8 0 0 21607 21607 1.0000 172674 323198593 210.8600 0.0000 210.8600 0.0098 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:09.149 9149
6 1 8 8 0 0 21607 21607 1.0000 103950 198264142 338.0400 0.0000 338.0400 0.0156 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:09.193 9193
6 1 8 8 0 0 21607 21607 1.0000 69551 103996721 229.6350 0.0000 229.6350 0.0106 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:09.518 9518
6 1 8 8 0 0 21607 21607 1.0000 186348 387815037 277.6750 0.0000 277.6750 0.0129 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:09.063 9063
6 5 53 53 0 0 162872 162872 1.0000 1848261 6771715022 2186.4360 0.0000 2186.4360 0.0134 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:16:30.409 990409
6 5 53 53 0 0 162872 162872 1.0000 641915 1727371623 3549.8350 0.0000 3549.8350 0.0218 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:13:18.782 798782
6 5 53 53 0 0 162872 162872 1.0000 2347665 8507602281 8154.6300 0.0000 8154.6300 0.0501 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:09:27.201 567201
6 5 53 53 0 0 162872 162872 1.0000 9704043 34924565039 4967.7800 0.0000 4967.7800 0.0305 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:08:27.109 507109
6 5 53 53 0 0 162872 162872 1.0000 1270452 4245722489 6644.2660 0.0000 6644.2660 0.0408 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:07:30.596 450596
6 5 53 53 0 0 162872 162872 1.0000 773512 2596729266 7547.9680 0.0000 7547.9680 0.0463 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:06:05.547 365547
6 5 53 53 0 0 162872 162872 1.0000 491744 1326085611 9124.1760 0.0000 9124.1760 0.0560 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:06:00.150 360150
6 5 53 53 0 0 162872 162872 1.0000 1391459 5177229449 7249.9060 0.0000 7249.9060 0.0445 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:09:16.162 556162
6 5 19 19 0 0 50070 50070 1.0000 533738 1520589840 621.9560 0.0000 621.9560 0.0124 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:01:50.688 110688
6 5 19 19 0 0 50070 50070 1.0000 202155 402012888 696.9580 0.0000 696.9580 0.0139 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:01:38.845 98845
6 5 19 19 0 0 50070 50070 1.0000 667254 1901001830 434.7980 0.0000 434.7980 0.0087 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:21.651 21651
6 5 19 19 0 0 50070 50070 1.0000 2608119 7811879507 360.3810 0.0000 360.3810 0.0072 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:22.610 22610
6 5 19 19 0 0 50070 50070 1.0000 386469 969961390 471.9520 0.0000 471.9520 0.0094 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:22.809 22809
6 5 19 19 0 0 50070 50070 1.0000 237805 596829367 614.7450 0.0000 614.7450 0.0123 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:21.286 21286
6 5 19 19 0 0 50070 50070 1.0000 155499 309247487 513.4600 0.0000 513.4600 0.0103 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:21.496 21496
6 5 19 19 0 0 50070 50070 1.0000 410575 1169698626 402.5450 0.0000 402.5450 0.0080 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:21.387 21387
6 10 136 136 0 0 408597 408597 1.0000 4962637 17410461928 6088.8840 0.0000 6088.8840 0.0149 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:22:05.056 1325056
6 10 136 136 0 0 408597 408597 1.0000 1603323 4131053795 8027.4570 0.0000 8027.4570 0.0196 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:19:58.094 1198094
6 10 136 136 0 0 408597 408597 1.0000 6295337 22050045017 15376.8860 0.0000 15376.8860 0.0376 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:18:08.795 1088795
6 10 136 136 0 0 408597 408597 1.0000 25207024 91987062349 13134.0320 0.0000 13134.0320 0.0321 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:23:14.651 1394651
6 10 136 136 0 0 408597 408597 1.0000 3385716 10720429560 16131.1520 0.0000 16131.1520 0.0395 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:15:32.298 932298
6 10 136 136 0 0 408597 408597 1.0000 1991957 6293261757 18680.0700 0.0000 18680.0700 0.0457 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:18:34.190 1114190
6 10 136 136 0 0 408597 408597 1.0000 1217966 3134468993 22722.5720 0.0000 22722.5720 0.0556 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:17:24.130 1044130
6 10 136 136 0 0 408597 408597 1.0000 3749397 13188585109 13347.1750 0.0000 13347.1750 0.0327 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:20:50.230 1250230
6 10 45 45 0 0 101677 101677 1.0000 1079415 3514294451 749.4730 0.0000 749.4730 0.0074 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:05:54.205 354205
6 10 45 45 0 0 101677 101677 1.0000 437299 908228128 1181.0550 0.0000 1181.0550 0.0116 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:04:57.508 297508
6 10 45 45 0 0 101677 101677 1.0000 1355314 4402470603 837.2260 0.0000 837.2260 0.0082 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:09.872 69872
6 10 45 45 0 0 101677 101677 1.0000 5934112 18648493088 773.6540 0.0000 773.6540 0.0076 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:29.303 89303
6 10 45 45 0 0 101677 101677 1.0000 804787 2219166472 1439.7520 0.0000 1439.7520 0.0142 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:13.810 73810
6 10 45 45 0 0 101677 101677 1.0000 489201 1356042870 837.9680 0.0000 837.9680 0.0082 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:04.236 64236
6 10 45 45 0 0 101677 101677 1.0000 336402 698703830 1034.0720 0.0000 1034.0720 0.0102 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:06.510 66510
6 10 45 45 0 0 101677 101677 1.0000 824775 2694452610 1448.0525 0.0000 1448.0525 0.0142 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:10.833 70833
7 1 18 18 0 0 56313 56313 1.0000 557608 2247232913 680.8920 0.0000 680.8920 0.0121 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:02:39.838 159838
7 1 18 18 0 0 56313 56313 1.0000 196183 563614350 1976.2340 0.0000 1976.2340 0.0351 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:02:11.802 131802
7 1 18 18 0 0 56313 56313 1.0000 698116 2820787951 1685.3330 0.0000 1685.3330 0.0299 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:02:59.749 179749
7 1 18 18 0 0 56313 56313 1.0000 3971165 12197634938 1952.3110 0.0000 1952.3110 0.0347 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:02:30.410 150410
7 1 18 18 0 0 56313 56313 1.0000 391955 1406674802 1818.2300 0.0000 1818.2300 0.0323 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:59.394 119394
7 1 18 18 0 0 56313 56313 1.0000 239462 847476009 2041.6910 0.0000 2041.6910 0.0363 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:03:07.460 187460
7 1 18 18 0 0 56313 56313 1.0000 150881 433203925 3160.5840 0.0000 3160.5840 0.0561 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:02:24.859 144859
7 1 18 18 0 0 56313 56313 1.0000 427892 1717793569 1508.1070 0.0000 1508.1070 0.0268 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:03:07.266 187266
7 1 4 4 0 0 15261 15261 1.0000 151414 650939676 79.5140 0.0000 79.5140 0.0052 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:00:53.948 53948
7 1 4 4 0 0 15261 15261 1.0000 52191 169178920 175.1200 0.0000 175.1200 0.0115 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:01:09.508 69508
7 1 4 4 0 0 15261 15261 1.0000 189257 813625381 127.8420 0.0000 127.8420 0.0084 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:15.042 15042
7 1 4 4 0 0 15261 15261 1.0000 713729 3229555734 133.3290 0.0000 133.3290 0.0087 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:15.488 15488
7 1 4 4 0 0 15261 15261 1.0000 105882 412721727 135.3560 0.0000 135.3560 0.0089 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:11.189 11189
7 1 4 4 0 0 15261 15261 1.0000 65168 254021115 115.2900 0.0000 115.2900 0.0076 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:12.169 12169
7 1 4 4 0 0 15261 15261 1.0000 40149 130149831 131.6000 0.0000 131.6000 0.0086 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:14.921 14921
7 1 4 4 0 0 15261 15261 1.0000 116484 500767515 161.3250 0.0000 161.3250 0.0106 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:15.739 15739
7 5 89 89 0 0 262433 262433 1.0000 3518280 13060708292 3267.2590 0.0000 3267.2590 0.0124 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:19:47.603 1187603
7 5 89 89 0 0 262433 262433 1.0000 1042034 2898127532 5094.5500 0.0000 5094.5500 0.0194 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:19:21.137 1161137
7 5 89 89 0 0 262433 262433 1.0000 4772050 17984233917 7954.1130 0.0000 7954.1130 0.0303 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:13:43.553 823553
7 5 89 89 0 0 262433 262433 1.0000 22842660 91556918794 7326.6000 0.0000 7326.6000 0.0279 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:11:42.495 702495
7 5 89 89 0 0 262433 262433 1.0000 2281821 7452932470 9988.5910 0.0000 9988.5910 0.0381 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:12:28.073 748073
7 5 89 89 0 0 262433 262433 1.0000 1351693 4440103869 12004.3030 0.0000 12004.3030 0.0457 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:13:57.978 837978
7 5 89 89 0 0 262433 262433 1.0000 783810 2199525625 14871.1890 0.0000 14871.1890 0.0567 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:09:57.418 597418
7 5 89 89 0 0 262433 262433 1.0000 2557033 9357118162 7980.9470 0.0000 7980.9470 0.0304 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:15:52.542 952542
7 5 30 30 0 0 107162 107162 1.0000 1054860 4958093592 1360.8240 0.0000 1360.8240 0.0127 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:07:11.819 431819
7 5 30 30 0 0 107162 107162 1.0000 372470 1283176590 1101.6920 0.0000 1101.6920 0.0103 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:07:14.938 434938
7 5 30 30 0 0 107162 107162 1.0000 1318508 6197245514 893.0220 0.0000 893.0220 0.0083 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:31.151 91151
7 5 30 30 0 0 107162 107162 1.0000 4952886 24617618399 925.1830 0.0000 925.1830 0.0086 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:56.326 116326
7 5 30 30 0 0 107162 107162 1.0000 745573 3138743348 953.4200 0.0000 953.4200 0.0089 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:28.324 88324
7 5 30 30 0 0 107162 107162 1.0000 458871 1931820461 1116.1300 0.0000 1116.1300 0.0104 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:37.247 97247
7 5 30 30 0 0 107162 107162 1.0000 286536 987147670 957.9990 0.0000 957.9990 0.0089 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:29.250 89250
7 5 30 30 0 0 107162 107162 1.0000 811498 3814246754 1217.2560 0.0000 1217.2560 0.0114 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:31.164 91164
7 10 112 112 0 0 342437 342437 1.0000 4569901 18843850706 4641.2960 0.0000 4641.2960 0.0136 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:15:37.668 937668
7 10 112 112 0 0 342437 342437 1.0000 1387779 4232198678 8122.6790 0.0000 8122.6790 0.0237 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:10:54.049 654049
7 10 112 112 0 0 342437 342437 1.0000 5846544 23894219332 12818.8120 0.0000 12818.8120 0.0374 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:20:47.554 1247554
7 10 112 112 0 0 342437 342437 1.0000 25207073 104068951546 10146.0800 0.0000 10146.0800 0.0296 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:12:40.610 760610
7 10 112 112 0 0 342437 342437 1.0000 3008521 11457202515 13334.9050 0.0000 13334.9050 0.0389 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:20:49.878 1249878
7 10 112 112 0 0 342437 342437 1.0000 1786918 6746604895 14757.6350 0.0000 14757.6350 0.0431 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:13:09.673 789673
7 10 112 112 0 0 342437 342437 1.0000 1044598 3102241423 17809.3290 0.0000 17809.3290 0.0520 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:17:53.414 1073414
7 10 112 112 0 0 342437 342437 1.0000 3401829 14193134422 11787.5320 0.0000 11787.5320 0.0344 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:20:25.740 1225740
7 10 74 74 0 0 212595 212595 1.0000 2419052 8021188287 2118.4010 0.0000 2118.4010 0.0100 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:10:57.189 657189
7 10 74 74 0 0 212595 212595 1.0000 818003 2078405215 1785.9760 0.0000 1785.9760 0.0084 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:10:21.009 621009
7 10 74 74 0 0 212595 212595 1.0000 3086588 10052150694 1667.2240 0.0000 1667.2240 0.0078 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:50.688 170688
7 10 74 74 0 0 212595 212595 1.0000 13432044 41903793095 1411.7040 0.0000 1411.7040 0.0066 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:03:16.088 196088
7 10 74 74 0 0 212595 212595 1.0000 1644785 5064666304 4939.2680 0.0000 4939.2680 0.0232 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:17.909 137909
7 10 74 74 0 0 212595 212595 1.0000 989851 3110651625 1672.1490 0.0000 1672.1490 0.0079 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:30.949 150949
7 10 74 74 0 0 212595 212595 1.0000 623357 1598371447 2096.3600 0.0000 2096.3600 0.0099 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:31.439 151439
7 10 74 74 0 0 212595 212595 1.0000 1808459 6150391410 2193.0330 0.0000 2193.0330 0.0103 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:30.575 150575
8 1 10 10 0 0 13772 13772 1.0000 157749 277338209 243.7430 0.0000 243.7430 0.0177 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:00:08.890 8890
8 1 10 10 0 0 13772 13772 1.0000 63371 77396058 339.9200 0.0000 339.9200 0.0247 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:00:33.458 33458
8 1 10 10 0 0 13772 13772 1.0000 197180 346656007 703.1520 0.0000 703.1520 0.0511 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:19.447 19447
