rodada upp submitted finished preempted notStarted submittedTasks finishedTasks success sumOfJobsMakespan sumOfTasksMakespan finishedCost preemptedCost totalCost costByTask nPeers nMachines instance limit group groupedCloudUser utilization realUtilization goodput badput avTime cost hostname ipaddress simulationDuration simulationDurationF
3 1 2 2 0 0 17440 17440 1.0000 116340 938718584 139.1200 0.0000 139.1200 0.0080 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:31.808 31808
3 5 73 73 0 0 236630 236630 1.0000 2568056 9964780564 3820.6760 0.0000 3820.6760 0.0161 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:21:27.799 1287799
3 5 73 73 0 0 236630 236630 1.0000 853830 2361621731 4241.7200 0.0000 4241.7200 0.0179 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:17:58.752 1078752
3 5 73 73 0 0 236630 236630 1.0000 3263601 12578382124 8090.1410 0.0000 8090.1410 0.0342 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:11:55.829 715829
3 5 73 73 0 0 236630 236630 1.0000 13186255 51776540885 7538.7260 0.0000 7538.7260 0.0319 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:12:20.279 740279
3 5 73 73 0 0 236630 236630 1.0000 1745059 6138615866 8826.0890 0.0000 8826.0890 0.0373 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:14:36.520 876520
3 5 73 73 0 0 236630 236630 1.0000 1048734 3619020873 9896.4810 0.0000 9896.4810 0.0418 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:09:59.781 599781
3 5 73 73 0 0 236630 236630 1.0000 654817 1801424221 12325.9050 0.0000 12325.9050 0.0521 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:07:28.923 448923
3 5 73 73 0 0 236630 236630 1.0000 1926272 7552406776 8009.4170 0.0000 8009.4170 0.0338 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:14:29.137 869137
3 5 22 22 0 0 45855 45855 1.0000 497675 1608241907 223.8080 0.0000 223.8080 0.0049 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:02:21.060 141060
3 5 22 22 0 0 45855 45855 1.0000 207172 422616205 473.3574 0.0000 473.3574 0.0103 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:01:57.415 117415
3 5 22 22 0 0 45855 45855 1.0000 627066 2010827033 391.8980 0.0000 391.8980 0.0085 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:24.865 24865
3 5 22 22 0 0 45855 45855 1.0000 2449222 8030076437 393.9950 0.0000 393.9950 0.0086 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:29.698 29698
3 5 22 22 0 0 45855 45855 1.0000 370040 1022444542 607.5800 0.0000 607.5800 0.0133 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:29.851 29851
3 5 22 22 0 0 45855 45855 1.0000 226094 628602578 689.1650 0.0000 689.1650 0.0150 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:23.553 23553
3 5 22 22 0 0 45855 45855 1.0000 159370 325118920 478.5790 0.0000 478.5790 0.0104 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:24.963 24963
3 5 22 22 0 0 45855 45855 1.0000 381871 1236802977 359.7300 0.0000 359.7300 0.0078 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:23.160 23160
3 10 125 125 0 0 487417 487417 1.0000 5957261 30034105900 6345.7960 0.0000 6345.7960 0.0130 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:25:14.177 1514177
3 10 125 125 0 0 487417 487417 1.0000 1721386 6244675049 8269.5850 0.0000 8269.5850 0.0170 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:36:22.573 2182573
3 10 125 125 0 0 487417 487417 1.0000 7602786 38607006094 18006.8840 0.0000 18006.8840 0.0369 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:31:41.958 1901958
3 10 125 125 0 0 487417 487417 1.0000 33597978 192659478835 17814.3380 0.0000 17814.3380 0.0365 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:30:09.181 1809181
3 10 125 125 0 0 487417 487417 1.0000 3898636 17864982581 17202.3580 0.0000 17202.3580 0.0353 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:28:09.865 1689865
3 10 125 125 0 0 487417 487417 1.0000 2278045 10056942367 19135.7640 0.0000 19135.7640 0.0393 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:20:34.343 1234343
3 10 125 125 0 0 487417 487417 1.0000 1310866 4697671040 29393.2610 0.0000 29393.2610 0.0603 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:26:54.182 1614182
3 10 125 125 0 0 487417 487417 1.0000 4473410 22351423974 14164.4400 0.0000 14164.4400 0.0291 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:23:56.520 1436520
3 10 66 66 0 0 183450 183450 1.0000 1958581 6982547475 1301.7920 0.0000 1301.7920 0.0071 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:10:27.721 627721
3 10 66 66 0 0 183450 183450 1.0000 691881 1758145816 4150.6290 0.0000 4150.6290 0.0226 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:09:32.196 572196
3 10 66 66 0 0 183450 183450 1.0000 2467667 8772260961 1449.9940 0.0000 1449.9940 0.0079 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:16.891 136891
3 10 66 66 0 0 183450 183450 1.0000 11574490 37077859867 1300.5510 0.0000 1300.5510 0.0071 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:33.931 153931
3 10 66 66 0 0 183450 183450 1.0000 1387575 4392835670 2564.6920 0.0000 2564.6920 0.0140 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:52.435 112435
3 10 66 66 0 0 183450 183450 1.0000 838301 2662210434 1387.0500 0.0000 1387.0500 0.0076 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:00.165 120165
3 10 66 66 0 0 183450 183450 1.0000 529681 1346374097 1756.0550 0.0000 1756.0550 0.0096 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:52.150 112150
3 10 66 66 0 0 183450 183450 1.0000 1497344 5346995264 1398.0850 0.0000 1398.0850 0.0076 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:11.816 131816
4 1 15 15 0 0 46747 46747 1.0000 437509 1740570226 696.8570 0.0000 696.8570 0.0149 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:01:56.017 116017
4 1 15 15 0 0 46747 46747 1.0000 154477 452451525 886.0470 0.0000 886.0470 0.0190 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:02:49.061 169061
4 1 15 15 0 0 46747 46747 1.0000 546871 2175635821 1673.5320 0.0000 1673.5320 0.0358 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:02:15.429 135429
4 1 15 15 0 0 46747 46747 1.0000 2054903 8632586867 1647.9320 0.0000 1647.9320 0.0353 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:02:34.013 154013
4 1 15 15 0 0 46747 46747 1.0000 308583 1103993335 1848.8100 0.0000 1848.8100 0.0395 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:03:11.060 191060
4 1 15 15 0 0 46747 46747 1.0000 189926 679488058 2092.3780 0.0000 2092.3780 0.0448 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:02:30.669 150669
4 1 15 15 0 0 46747 46747 1.0000 118840 348083967 2562.0320 0.0000 2562.0320 0.0548 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:02:02.384 122384
4 1 15 15 0 0 46747 46747 1.0000 336587 1339061178 1550.9860 0.0000 1550.9860 0.0332 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:47.179 107179
4 1 4 4 0 0 14362 14362 1.0000 132831 348120889 62.4240 0.0000 62.4240 0.0043 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:00:32.117 32117
4 1 4 4 0 0 14362 14362 1.0000 51063 92522665 104.9100 0.0000 104.9100 0.0073 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:00:30.436 30436
4 1 4 4 0 0 14362 14362 1.0000 166030 435124030 111.3580 0.0000 111.3580 0.0078 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:08.196 8196
4 1 4 4 0 0 14362 14362 1.0000 614847 1718586844 113.1760 0.0000 113.1760 0.0079 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:08.053 8053
4 1 4 4 0 0 14362 14362 1.0000 97584 222809331 122.2520 0.0000 122.2520 0.0085 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:07.679 7679
4 1 4 4 0 0 14362 14362 1.0000 60061 137135335 199.3800 0.0000 199.3800 0.0139 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:06.918 6918
4 1 4 4 0 0 14362 14362 1.0000 39282 71178574 130.7500 0.0000 130.7500 0.0091 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:07.621 7621
4 1 4 4 0 0 14362 14362 1.0000 102187 267810554 115.5300 0.0000 115.5300 0.0080 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:07.390 7390
4 5 62 62 0 0 164206 164206 1.0000 1694193 5740008496 2447.2950 0.0000 2447.2950 0.0149 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:11:34.824 694824
4 5 62 62 0 0 164206 164206 1.0000 630454 1486799572 3200.8040 0.0000 3200.8040 0.0195 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:12:10.328 730328
4 5 62 62 0 0 164206 164206 1.0000 2125863 7179702313 8093.8660 0.0000 8093.8660 0.0493 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:09:29.671 569671
4 5 62 62 0 0 164206 164206 1.0000 8241149 29201979145 5325.8810 0.0000 5325.8810 0.0324 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:10:16.746 616746
4 5 62 62 0 0 164206 164206 1.0000 1224162 3639981393 6665.9760 0.0000 6665.9760 0.0406 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:06:08.666 368666
4 5 62 62 0 0 164206 164206 1.0000 747071 2233124723 7552.7840 0.0000 7552.7840 0.0460 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:08:25.672 505672
4 5 62 62 0 0 164206 164206 1.0000 483687 1139945260 9017.1130 0.0000 9017.1130 0.0549 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:04:20.818 260818
4 5 62 62 0 0 164206 164206 1.0000 1299523 4411472511 5562.3320 0.0000 5562.3320 0.0339 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:05:52.219 352219
4 5 44 44 0 0 113972 113972 1.0000 1292369 3288838989 1144.2640 0.0000 1144.2640 0.0100 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:04:03.389 243389
4 5 44 44 0 0 113972 113972 1.0000 446901 766821155 2028.1210 0.0000 2028.1210 0.0178 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:03:42.735 222735
4 5 44 44 0 0 113972 113972 1.0000 1695695 4268067154 830.2580 0.0000 830.2580 0.0073 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:51.536 51536
4 5 44 44 0 0 113972 113972 1.0000 9131046 22413271116 731.1850 0.0000 731.1850 0.0064 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:52.123 52123
4 5 44 44 0 0 113972 113972 1.0000 860454 1945051503 969.6960 0.0000 969.6960 0.0085 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:44.443 44443
4 5 44 44 0 0 113972 113972 1.0000 519373 1130165787 1541.4870 0.0000 1541.4870 0.0135 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:44.911 44911
4 5 44 44 0 0 113972 113972 1.0000 343795 589922580 1165.5730 0.0000 1165.5730 0.0102 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:43.503 43503
4 5 44 44 0 0 113972 113972 1.0000 945175 2432361121 1341.2220 0.0000 1341.2220 0.0118 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:46.074 46074
4 10 111 111 0 0 366867 366867 1.0000 3951433 16905026161 5549.1720 0.0000 5549.1720 0.0151 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:24:22.355 1462355
4 10 111 111 0 0 366867 366867 1.0000 1361186 4137442349 6843.1390 0.0000 6843.1390 0.0187 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:16:56.907 1016907
4 10 111 111 0 0 366867 366867 1.0000 4969390 21293861750 13524.2650 0.0000 13524.2650 0.0369 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:19:20.036 1160036
4 10 111 111 0 0 366867 366867 1.0000 19637263 89388640905 15417.1170 0.0000 15417.1170 0.0420 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:20:02.293 1202293
4 10 111 111 0 0 366867 366867 1.0000 2754350 10469203094 15429.0710 0.0000 15429.0710 0.0421 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:28:09.689 1689689
4 10 111 111 0 0 366867 366867 1.0000 1681078 6346806856 17792.6290 0.0000 17792.6290 0.0485 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:16:59.358 1019358
4 10 111 111 0 0 366867 366867 1.0000 1040166 3129333829 19139.9680 0.0000 19139.9680 0.0522 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:23:41.302 1421302
4 10 111 111 0 0 366867 366867 1.0000 3011818 12854064193 11971.6540 0.0000 11971.6540 0.0326 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:21:28.595 1288595
4 10 66 66 0 0 285791 285791 1.0000 3151606 14558316128 2006.7260 0.0000 2006.7260 0.0070 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:19:20.936 1160936
4 10 66 66 0 0 285791 285791 1.0000 962515 3428112439 4035.5120 0.0000 4035.5120 0.0141 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:17:52.554 1072554
4 10 66 66 0 0 285791 285791 1.0000 3998336 18775424481 1913.5480 0.0000 1913.5480 0.0067 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:04:57.974 297974
4 10 66 66 0 0 285791 285791 1.0000 16301168 81995717712 1962.4640 0.0000 1962.4640 0.0069 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:05:11.673 311673
4 10 66 66 0 0 285791 285791 1.0000 2104649 8953006984 2309.3720 0.0000 2309.3720 0.0081 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:04:40.741 280741
4 10 66 66 0 0 285791 285791 1.0000 1262174 5351463911 2903.6920 0.0000 2903.6920 0.0102 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:04:08.367 248367
4 10 66 66 0 0 285791 285791 1.0000 737114 2605410078 2466.5090 0.0000 2466.5090 0.0086 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:03:56.892 236892
4 10 66 66 0 0 285791 285791 1.0000 2389595 10990302343 3073.4900 0.0000 3073.4900 0.0108 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:05:02.339 302339
5 1 7 7 0 0 18612 18612 1.0000 183692 798663229 304.6890 0.0000 304.6890 0.0164 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:01:29.838 89838
5 1 7 7 0 0 18612 18612 1.0000 61094 207328127 362.8360 0.0000 362.8360 0.0195 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:00:57.341 57341
5 1 7 7 0 0 18612 18612 1.0000 229602 998270097 814.8160 0.0000 814.8160 0.0438 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:55.517 55517
5 1 7 7 0 0 18612 18612 1.0000 878289 3963524131 720.1170 0.0000 720.1170 0.0387 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:59.616 59616
5 1 7 7 0 0 18612 18612 1.0000 125740 506071413 789.9300 0.0000 789.9300 0.0424 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:04.995 64995
5 1 7 7 0 0 18612 18612 1.0000 77388 311473782 903.4670 0.0000 903.4670 0.0485 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:53.419 53419
5 1 7 7 0 0 18612 18612 1.0000 47000 159497327 1029.0010 0.0000 1029.0010 0.0553 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:55.978 55978
5 1 7 7 0 0 18612 18612 1.0000 141313 614407874 675.8260 0.0000 675.8260 0.0363 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:59.840 59840
5 1 4 4 0 0 25500 25500 1.0000 237533 989184362 248.0760 0.0000 248.0760 0.0097 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:01:31.152 91152
5 1 4 4 0 0 25500 25500 1.0000 76157 256590904 296.5000 0.0000 296.5000 0.0116 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:01:41.330 101330
5 1 4 4 0 0 25500 25500 1.0000 296903 1236400233 204.0740 0.0000 204.0740 0.0080 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:18.083 18083
5 1 4 4 0 0 25500 25500 1.0000 1290488 4908797580 214.5150 0.0000 214.5150 0.0084 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:17.789 17789
5 1 4 4 0 0 25500 25500 1.0000 161597 626944871 405.2240 0.0000 405.2240 0.0159 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:20.121 20121
5 1 4 4 0 0 25500 25500 1.0000 99459 385874187 241.7010 0.0000 241.7010 0.0095 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:19.164 19164
5 1 4 4 0 0 25500 25500 1.0000 58585 197397205 203.5600 0.0000 203.5600 0.0080 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:19.510 19510
5 1 4 4 0 0 25500 25500 1.0000 182735 760982134 184.3950 0.0000 184.3950 0.0072 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:20.305 20305
5 5 72 72 0 0 186573 186573 1.0000 2147960 7190014179 3041.2140 0.0000 3041.2140 0.0163 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:14:12.442 852442
5 5 72 72 0 0 186573 186573 1.0000 738235 1774865776 3543.3660 0.0000 3543.3660 0.0190 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:13:27.807 807807
5 5 72 72 0 0 186573 186573 1.0000 2701203 9027668336 6518.7220 0.0000 6518.7220 0.0349 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:06:31.223 391223
5 5 72 72 0 0 186573 186573 1.0000 10756393 36441696186 6206.9250 0.0000 6206.9250 0.0333 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:13:01.103 781103
5 5 72 72 0 0 186573 186573 1.0000 1501336 4506615553 7252.2050 0.0000 7252.2050 0.0389 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:10:02.287 602287
5 5 72 72 0 0 186573 186573 1.0000 903498 2718832807 8410.4510 0.0000 8410.4510 0.0451 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:05:59.540 359540
5 5 72 72 0 0 186573 186573 1.0000 561253 1337743889 11090.1140 0.0000 11090.1140 0.0594 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:04:40.246 280246
5 5 72 72 0 0 186573 186573 1.0000 1637323 5493740682 6719.5810 0.0000 6719.5810 0.0360 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:09:57.265 597265
5 5 34 34 0 0 110893 110893 1.0000 1184393 4257661826 501.3260 0.0000 501.3260 0.0045 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:05:58.780 358780
5 5 34 34 0 0 110893 110893 1.0000 409701 1084899004 1326.5618 0.0000 1326.5618 0.0120 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:05:12.352 312352
5 5 34 34 0 0 110893 110893 1.0000 1495313 5355184529 851.7860 0.0000 851.7860 0.0077 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:10.428 70428
5 5 34 34 0 0 110893 110893 1.0000 6546089 23023546410 827.8550 0.0000 827.8550 0.0075 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:34.339 94339
5 5 34 34 0 0 110893 110893 1.0000 826150 2674394503 967.9280 0.0000 967.9280 0.0087 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:06.607 66607
5 5 34 34 0 0 110893 110893 1.0000 503082 1622768792 862.2190 0.0000 862.2190 0.0078 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:10.844 70844
5 5 34 34 0 0 110893 110893 1.0000 314264 834387323 1058.7630 0.0000 1058.7630 0.0095 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:03.917 63917
5 5 34 34 0 0 110893 110893 1.0000 903984 3256575090 1220.7950 0.0000 1220.7950 0.0110 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:20.444 80444
5 10 125 125 0 0 373698 373698 1.0000 4703976 18127728956 5380.6170 0.0000 5380.6170 0.0144 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:20:11.772 1211772
