rodada makespan nPeers nMachines upp instance limit goodput badput avTime cost
 3   9416.909090909090082278  50 30  5 c1.xlarge 100 -1 -1 -1   473.357399999999984174792
 3  28503.000000000000000000  50 30  5 m1.large 100 -1 -1 -1   391.898000000000024556357
 3 111328.272727272720658220  50 30  5 m1.small 100 -1 -1 -1   393.995000000000004547474
 3  16820.000000000000000000  50 30  5 m1.xlarge 100 -1 -1 -1   607.580000000000040927262
 3  10277.000000000000000000  50 30  5 m2.2xlarge 100 -1 -1 -1   689.164999999999963620212
 3   7244.090909090909008228  50 30  5 m2.4xlarge 100 -1 -1 -1   478.579000000000007730705
 3  17357.772727272727934178  50 30  5 m2.xlarge 100 -1 -1 -1   359.730000000000018189894
 3  47658.088000000003376044 100 30 10 c1.medium 100 -1 -1 -1  6345.796000000000276486389
 3  13771.087999999999738066 100 30 10 c1.xlarge 100 -1 -1 -1  8269.584999999999126885086
 3  60822.288000000000465661 100 30 10 m1.large 100 -1 -1 -1 18006.883999999998195562512
 3 268783.824000000022351742 100 30 10 m1.small 100 -1 -1 -1 17814.337999999999738065526
 3  31189.087999999999738066 100 30 10 m1.xlarge 100 -1 -1 -1 17202.358000000000174622983
 3  18224.360000000000582077 100 30 10 m2.2xlarge 100 -1 -1 -1 19135.763999999999214196578
 3  10486.927999999999883585 100 30 10 m2.4xlarge 100 -1 -1 -1 29393.260999999998603016138
 3  35787.279999999998835847 100 30 10 m2.xlarge 100 -1 -1 -1 14164.440000000000509317033
 3  29675.469696969696087763  50 30 10 c1.medium 100 -1 -1 -1  1301.791999999999916326487
 3  10483.045454545454049367  50 30 10 c1.xlarge 100 -1 -1 -1  4150.628999999999905412551
 3  37388.893939393936307169  50 30 10 m1.large 100 -1 -1 -1  1449.993999999999914507498
 3 175371.060606060607824475  50 30 10 m1.small 100 -1 -1 -1  1300.550999999999930878403
 3  21023.863636363636032911  50 30 10 m1.xlarge 100 -1 -1 -1  2564.692000000000007275958
 3  12701.530303030303912237  50 30 10 m2.2xlarge 100 -1 -1 -1  1387.049999999999954525265
 3   8025.469696969696997257  50 30 10 m2.4xlarge 100 -1 -1 -1  1756.055000000000063664629
 3  22687.030303030303912237  50 30 10 m2.xlarge 100 -1 -1 -1  1398.085000000000036379788
 4  29167.266666666666424135 100 30  1 c1.medium 100 -1 -1 -1   696.856999999999970896170
 4  10298.466666666667151731 100 30  1 c1.xlarge 100 -1 -1 -1   886.047000000000025465852
 4  36458.066666666665696539 100 30  1 m1.large 100 -1 -1 -1  1673.531999999999925421434
 4 136993.533333333325572312 100 30  1 m1.small 100 -1 -1 -1  1647.932000000000016370905
 4  20572.200000000000727596 100 30  1 m1.xlarge 100 -1 -1 -1  1848.809999999999945430318
 4  12661.733333333333575865 100 30  1 m2.2xlarge 100 -1 -1 -1  2092.378000000000156433089
 4   7922.666666666666969832 100 30  1 m2.4xlarge 100 -1 -1 -1  2562.032000000000152795110
 4  22439.133333333335031057 100 30  1 m2.xlarge 100 -1 -1 -1  1550.986000000000103682396
 4  33207.750000000000000000  50 30  1 c1.medium 100 -1 -1 -1    62.423999999999999488409
 4  12765.750000000000000000  50 30  1 c1.xlarge 100 -1 -1 -1   104.909999999999996589395
 4  41507.500000000000000000  50 30  1 m1.large 100 -1 -1 -1   111.358000000000004092726
 4 153711.750000000000000000  50 30  1 m1.small 100 -1 -1 -1   113.176000000000001932676
 4  24396.000000000000000000  50 30  1 m1.xlarge 100 -1 -1 -1   122.251999999999995338840
 4  15015.250000000000000000  50 30  1 m2.2xlarge 100 -1 -1 -1   199.379999999999995452526
 4   9820.500000000000000000  50 30  1 m2.4xlarge 100 -1 -1 -1   130.750000000000000000000
 4  25546.750000000000000000  50 30  1 m2.xlarge 100 -1 -1 -1   115.530000000000001136868
 4  27325.693548387098417152 100 30  5 c1.medium 100 -1 -1 -1  2447.295000000000072759576
 4  10168.612903225806803675 100 30  5 c1.xlarge 100 -1 -1 -1  3200.804000000000087311491
 4  34288.112903225803165697 100 30  5 m1.large 100 -1 -1 -1  8093.865999999999985448085
 4 132921.758064516121521592 100 30  5 m1.small 100 -1 -1 -1  5325.881000000000312866177
 4  19744.548387096772785299 100 30  5 m1.xlarge 100 -1 -1 -1  6665.975999999999658029992
 4  12049.532258064517009188 100 30  5 m2.2xlarge 100 -1 -1 -1  7552.783999999999650754035
 4   7801.403225806451700919 100 30  5 m2.4xlarge 100 -1 -1 -1  9017.112999999999374267645
 4  20960.048387096772785299 100 30  5 m2.xlarge 100 -1 -1 -1  5562.332000000000334694050
 4  29372.022727272727934178  50 30  5 c1.medium 100 -1 -1 -1  1144.263999999999896317604
 4  10156.840909090909917722  50 30  5 c1.xlarge 100 -1 -1 -1  2028.121000000000094587449
 4  38538.522727272727934178  50 30  5 m1.large 100 -1 -1 -1   830.258000000000038198777
 4 207523.772727272735210136  50 30  5 m1.small 100 -1 -1 -1   731.184999999999945430318
 4  19555.772727272727934178  50 30  5 m1.xlarge 100 -1 -1 -1   969.696000000000026375346
 4  11803.931818181818016456  50 30  5 m2.2xlarge 100 -1 -1 -1  1541.487000000000080035534
 4   7813.522727272727024683  50 30  5 m2.4xlarge 100 -1 -1 -1  1165.573000000000092768460
 4  21481.250000000000000000  50 30  5 m2.xlarge 100 -1 -1 -1  1341.221999999999979991117
 4  35598.495495495495561045 100 30 10 c1.medium 100 -1 -1 -1  5549.171999999999570718501
 4  12262.936936936936035636 100 30 10 c1.xlarge 100 -1 -1 -1  6843.139000000000123691279
 4  44769.279279279282491188 100 30 10 m1.large 100 -1 -1 -1 13524.264999999999417923391
 4 176912.279279279289767146 100 30 10 m1.small 100 -1 -1 -1 15417.117000000000189174898
 4  24813.963963963964488357 100 30 10 m1.xlarge 100 -1 -1 -1 15429.070999999999912688509
 4  15144.846846846847256529 100 30 10 m2.2xlarge 100 -1 -1 -1 17792.629000000000814907253
 4   9370.864864864865012350 100 30 10 m2.4xlarge 100 -1 -1 -1 19139.968000000000756699592
 4  27133.495495495495561045 100 30 10 m2.xlarge 100 -1 -1 -1 11971.654000000000451109372
 4  47751.606060606063692831  50 30 10 c1.medium 100 -1 -1 -1  2006.726000000000112777343
 4  14583.560606060606005485  50 30 10 c1.xlarge 100 -1 -1 -1  4035.512000000000170985004
 4  60580.848484848487714771  50 30 10 m1.large 100 -1 -1 -1  1913.548000000000001818989
 4 246987.393939393950859085  50 30 10 m1.small 100 -1 -1 -1  1962.463999999999941792339
 4  31888.621212121212010970  50 30 10 m1.xlarge 100 -1 -1 -1  2309.371999999999843566911
 4  19123.848484848484076792  50 30 10 m2.2xlarge 100 -1 -1 -1  2903.692000000000007275958
 4  11168.393939393939945148  50 30 10 m2.4xlarge 100 -1 -1 -1  2466.509000000000014551915
 4  36205.984848484848043881  50 30 10 m2.xlarge 100 -1 -1 -1  3073.489999999999781721272
 5  26241.714285714286233997 100 30  1 c1.medium 100 -1 -1 -1   304.689000000000021373125
 5   8727.714285714286233997 100 30  1 c1.xlarge 100 -1 -1 -1   362.836000000000012732926
 5  32800.285714285717403982 100 30  1 m1.large 100 -1 -1 -1   814.816000000000030922820
 5 125469.857142857144935988 100 30  1 m1.small 100 -1 -1 -1   720.116999999999961801223
 5  17962.857142857141298009 100 30  1 m1.xlarge 100 -1 -1 -1   789.929999999999949977791
 5  11055.428571428570649005 100 30  1 m2.2xlarge 100 -1 -1 -1   903.466999999999984538590
 5   6714.285714285714675498 100 30  1 m2.4xlarge 100 -1 -1 -1  1029.000999999999976353138
 5  20187.571428571427532006 100 30  1 m2.xlarge 100 -1 -1 -1   675.826000000000021827873
 5  59383.250000000000000000  50 30  1 c1.medium 100 -1 -1 -1   248.075999999999993406163
 5  19039.250000000000000000  50 30  1 c1.xlarge 100 -1 -1 -1   296.500000000000000000000
 5  74225.750000000000000000  50 30  1 m1.large 100 -1 -1 -1   204.074000000000012278178
 5 322622.000000000000000000  50 30  1 m1.small 100 -1 -1 -1   214.514999999999986357579
 5  40399.250000000000000000  50 30  1 m1.xlarge 100 -1 -1 -1   405.223999999999989540811
 5  24864.750000000000000000  50 30  1 m2.2xlarge 100 -1 -1 -1   241.700999999999993406163
 5  14646.250000000000000000  50 30  1 m2.4xlarge 100 -1 -1 -1   203.560000000000002273737
 5  45683.750000000000000000  50 30  1 m2.xlarge 100 -1 -1 -1   184.395000000000010231815
 5  29832.777777777777373558 100 30  5 c1.medium 100 -1 -1 -1  3041.213999999999941792339
 5  10253.263888888888686779 100 30  5 c1.xlarge 100 -1 -1 -1  3543.365999999999985448085
 5  37516.708333333335758653 100 30  5 m1.large 100 -1 -1 -1  6518.721999999999752617441
 5 149394.347222222218988463 100 30  5 m1.small 100 -1 -1 -1  6206.925000000000181898940
 5  20851.888888888890505768 100 30  5 m1.xlarge 100 -1 -1 -1  7252.204999999999927240424
 5  12548.583333333333939663 100 30  5 m2.2xlarge 100 -1 -1 -1  8410.450999999999112333171
 5   7795.180555555555656611 100 30  5 m2.4xlarge 100 -1 -1 -1 11090.113999999999577994458
 5  22740.597222222222626442 100 30  5 m2.xlarge 100 -1 -1 -1  6719.581000000000130967237
 5  34835.088235294118931051  50 30  5 c1.medium 100 -1 -1 -1   501.326000000000021827873
 5  12050.029411764706310350  50 30  5 c1.xlarge 100 -1 -1 -1  1326.561799999999948340701
 5  43979.794117647055827547  50 30  5 m1.large 100 -1 -1 -1   851.785999999999944520823
 5 192532.029411764699034393  50 30  5 m1.small 100 -1 -1 -1   827.855000000000018189894
 5  24298.529411764706310350  50 30  5 m1.xlarge 100 -1 -1 -1   967.927999999999997271516
 5  14796.529411764706310350  50 30  5 m2.2xlarge 100 -1 -1 -1   862.219000000000050931703
 5   9243.058823529412620701  50 30  5 m2.4xlarge 100 -1 -1 -1  1058.762999999999919964466
 5  26587.764705882353155175  50 30  5 m2.xlarge 100 -1 -1 -1  1220.795000000000072759576
 5  37631.807999999997264240 100 30 10 c1.medium 100 -1 -1 -1  5380.617000000000189174898
 5  11457.951999999999316060 100 30 10 c1.xlarge 100 -1 -1 -1  7926.726200000000062573235
 5  47897.512000000002444722 100 30 10 m1.large 100 -1 -1 -1 13206.141999999999825377017
 5 195362.344000000011874363 100 30 10 m1.small 100 -1 -1 -1 12114.380999999999403371476
 5  25111.504000000000814907 100 30 10 m1.xlarge 100 -1 -1 -1 14546.958000000000538420863
 5  14404.391999999999825377 100 30 10 m2.2xlarge 100 -1 -1 -1 17987.693999999999505234882
 5   8736.335999999999330612 100 30 10 m2.4xlarge 100 -1 -1 -1 20153.465000000000145519152
 5  28199.840000000000145519 100 30 10 m2.xlarge 100 -1 -1 -1 12015.494000000000596628524
 5  48616.527027027026633732  50 30 10 c1.medium 100 -1 -1 -1  2575.902000000000043655746
 5  15345.229729729730024701  50 30 10 c1.xlarge 100 -1 -1 -1  2273.489999999999781721272
 5  61238.945945945946732536  50 30 10 m1.large 100 -1 -1 -1  2292.653999999999996362021
 5 247098.216216216213069856  50 30 10 m1.small 100 -1 -1 -1  2067.554999999999836290954
 5  32843.716216216213069856  50 30 10 m1.xlarge 100 -1 -1 -1  3502.429999999999836290954
 5  19789.770270270269975299  50 30 10 m2.2xlarge 100 -1 -1 -1  2215.019999999999981810106
 5  11735.824324324325061752  50 30 10 m2.4xlarge 100 -1 -1 -1  2931.664999999999963620212
 5  37030.648648648646485526  50 30 10 m2.xlarge 100 -1 -1 -1  2863.710999999999785359250
 6  30120.818181818180164555 100 30  1 c1.medium 100 -1 -1 -1   529.109000000000037289283
 6  11672.363636363636032911 100 30  1 c1.xlarge 100 -1 -1 -1   742.232999999999947249307
 6  37649.363636363639670890 100 30  1 m1.large 100 -1 -1 -1  1513.743999999999914507498
 6 140629.181818181823473424 100 30  1 m1.small 100 -1 -1 -1  1236.361000000000103682396
 6  21618.000000000000000000 100 30  1 m1.xlarge 100 -1 -1 -1  1451.402000000000043655746
 6  13304.818181818181983544 100 30  1 m2.2xlarge 100 -1 -1 -1  1616.905999999999949068297
 6   8979.090909090909917722 100 30  1 m2.4xlarge 100 -1 -1 -1  2011.554000000000087311491
 6  23172.272727272727934178 100 30  1 m2.xlarge 100 -1 -1 -1  1177.924999999999954525265
 6  30662.000000000000000000  50 30  1 c1.medium 100 -1 -1 -1   324.815999999999974079401
 6  11301.750000000000000000  50 30  1 c1.xlarge 100 -1 -1 -1   187.314999999999997726263
 6  38644.250000000000000000  50 30  1 m1.large 100 -1 -1 -1   191.334000000000003183231
 6 148722.125000000000000000  50 30  1 m1.small 100 -1 -1 -1   194.131000000000000227374
 6  21584.250000000000000000  50 30  1 m1.xlarge 100 -1 -1 -1   210.860000000000013642421
 6  12993.750000000000000000  50 30  1 m2.2xlarge 100 -1 -1 -1   338.040000000000020463631
 6   8693.875000000000000000  50 30  1 m2.4xlarge 100 -1 -1 -1   229.634999999999990905053
 6  23293.500000000000000000  50 30  1 m2.xlarge 100 -1 -1 -1   277.675000000000011368684
 6  34872.849056603772623930 100 30  5 c1.medium 100 -1 -1 -1  2186.436000000000149157131
 6  12111.603773584905866301 100 30  5 c1.xlarge 100 -1 -1 -1  3549.835000000000036379788
 6  44295.566037735850841273 100 30  5 m1.large 100 -1 -1 -1  8154.630000000000109139364
 6 183095.150943396234652027 100 30  5 m1.small 100 -1 -1 -1  4967.779999999999745341484
 6  23970.792452830188267399 100 30  5 m1.xlarge 100 -1 -1 -1  6644.265999999999621650204
 6  14594.566037735849022283 100 30  5 m2.2xlarge 100 -1 -1 -1  7547.967999999999847204890
 6   9278.188679245282401098 100 30  5 m2.4xlarge 100 -1 -1 -1  9124.175999999999476131052
 6  26253.943396226415643468 100 30  5 m2.xlarge 100 -1 -1 -1  7249.905999999999949068297
 6  28091.473684210526698735  50 30  5 c1.medium 100 -1 -1 -1   621.956000000000017280399
 6  10639.736842105263349367  50 30  5 c1.xlarge 100 -1 -1 -1   696.957999999999969986675
 6  35118.631578947366506327  50 30  5 m1.large 100 -1 -1 -1   434.798000000000001818989
 6 137269.421052631572820246  50 30  5 m1.small 100 -1 -1 -1   360.380999999999971805664
 6  20340.473684210526698735  50 30  5 m1.xlarge 100 -1 -1 -1   471.951999999999998181011
 6  12516.052631578946602531  50 30  5 m2.2xlarge 100 -1 -1 -1   614.745000000000004547474
 6   8184.157894736842536076  50 30  5 m2.4xlarge 100 -1 -1 -1   513.460000000000036379788
 6  21609.210526315790048102  50 30  5 m2.xlarge 100 -1 -1 -1   402.545000000000015916157
 6  36489.977941176468448248 100 30 10 c1.medium 100 -1 -1 -1  6088.884000000000014551915
 6  11789.139705882353155175 100 30 10 c1.xlarge 100 -1 -1 -1  8027.457000000000334694050
 6  46289.242647058825241402 100 30 10 m1.large 100 -1 -1 -1 15376.886000000000422005542
 6 185345.764705882349517196 100 30 10 m1.small 100 -1 -1 -1 13134.031999999999243300408
 6  24894.970588235293689650 100 30 10 m1.xlarge 100 -1 -1 -1 16131.152000000000043655746
 6  14646.742647058823422412 100 30 10 m2.2xlarge 100 -1 -1 -1 18680.069999999999708961695
 6   8955.632352941176577588 100 30 10 m2.4xlarge 100 -1 -1 -1 22722.572000000000116415322
 6  27569.095588235293689650 100 30 10 m2.xlarge 100 -1 -1 -1 13347.174999999999272404239
 6  23987.000000000000000000  50 30 10 c1.medium 100 -1 -1 -1   749.472999999999956344254
 6   9717.755555555555474712  50 30 10 c1.xlarge 100 -1 -1 -1  1181.055000000000063664629
 6  30118.088888888887595385  50 30 10 m1.large 100 -1 -1 -1   837.225999999999999090505
 6 131869.155555555567843840  50 30 10 m1.small 100 -1 -1 -1   773.653999999999996362021
 6  17884.155555555556929903  50 30 10 m1.xlarge 100 -1 -1 -1  1439.751999999999952706276
 6  10871.133333333333212067  50 30 10 m2.2xlarge 100 -1 -1 -1   837.967999999999960891728
 6   7475.600000000000363798  50 30 10 m2.4xlarge 100 -1 -1 -1  1034.071999999999889041646
 6  18328.333333333332120674  50 30 10 m2.xlarge 100 -1 -1 -1  1448.052500000000009094947
 7  30978.222222222222626442 100 30  1 c1.medium 100 -1 -1 -1   680.892000000000052750693
