rodada makespan nPeers nMachines upp instance limit goodput badput avTime cost
 7  10899.055555555554747116 100 30  1 c1.xlarge 100 -1 -1 -1  1976.233999999999923602445
 7  38784.222222222218988463 100 30  1 m1.large 100 -1 -1 -1  1685.333000000000083673513
 7 220620.277777777781011537 100 30  1 m1.small 100 -1 -1 -1  1952.310999999999921783456
 7  21775.277777777777373558 100 30  1 m1.xlarge 100 -1 -1 -1  1818.230000000000018189894
 7  13303.444444444445252884 100 30  1 m2.2xlarge 100 -1 -1 -1  2041.691000000000030922820
 7   8382.277777777777373558 100 30  1 m2.4xlarge 100 -1 -1 -1  3160.583999999999832652975
 7  23771.777777777777373558 100 30  1 m2.xlarge 100 -1 -1 -1  1508.106999999999970896170
 7  37853.500000000000000000  50 30  1 c1.medium 100 -1 -1 -1    79.513999999999995793587
 7  13047.750000000000000000  50 30  1 c1.xlarge 100 -1 -1 -1   175.120000000000004547474
 7  47314.250000000000000000  50 30  1 m1.large 100 -1 -1 -1   127.841999999999998749445
 7 178432.250000000000000000  50 30  1 m1.small 100 -1 -1 -1   133.329000000000007730705
 7  26470.500000000000000000  50 30  1 m1.xlarge 100 -1 -1 -1   135.355999999999994543032
 7  16292.000000000000000000  50 30  1 m2.2xlarge 100 -1 -1 -1   115.290000000000006252776
 7  10037.250000000000000000  50 30  1 m2.4xlarge 100 -1 -1 -1   131.599999999999994315658
 7  29121.000000000000000000  50 30  1 m2.xlarge 100 -1 -1 -1   161.324999999999988631316
 7  39531.235955056181410328 100 30  5 c1.medium 100 -1 -1 -1  3267.259000000000014551915
 7  11708.247191011236282066 100 30  5 c1.xlarge 100 -1 -1 -1  5094.550000000000181898940
 7  53618.539325842699327040 100 30  5 m1.large 100 -1 -1 -1  7954.113000000000283762347
 7 256659.101123595493845642 100 30  5 m1.small 100 -1 -1 -1  7326.600000000000363797881
 7  25638.438202247190929484 100 30  5 m1.xlarge 100 -1 -1 -1  9988.591000000000349245965
 7  15187.561797752809070516 100 30  5 m2.2xlarge 100 -1 -1 -1 12004.302999999999883584678
 7   8806.853932584270296502 100 30  5 m2.4xlarge 100 -1 -1 -1 14871.189000000000305590220
 7  28730.707865168540593004 100 30  5 m2.xlarge 100 -1 -1 -1  7980.947000000000116415322
 7  35162.000000000000000000  50 30  5 c1.medium 100 -1 -1 -1  1360.824000000000069121597
 7  12415.666666666666060337  50 30  5 c1.xlarge 100 -1 -1 -1  1101.692000000000007275958
 7  43950.266666666670062114  50 30  5 m1.large 100 -1 -1 -1   893.022000000000048203219
 7 165096.200000000011641532  50 30  5 m1.small 100 -1 -1 -1   925.182999999999992724042
 7  24852.433333333334303461  50 30  5 m1.xlarge 100 -1 -1 -1   953.419999999999959072738
 7  15295.700000000000727596  50 30  5 m2.2xlarge 100 -1 -1 -1  1116.130000000000109139364
 7   9551.200000000000727596  50 30  5 m2.4xlarge 100 -1 -1 -1   957.999000000000023646862
 7  27049.933333333334303461  50 30  5 m2.xlarge 100 -1 -1 -1  1217.256000000000085492502
 7  40802.687500000000000000 100 30 10 c1.medium 100 -1 -1 -1  4641.296000000000276486389
 7  12390.883928571429350995 100 30 10 c1.xlarge 100 -1 -1 -1  8122.679000000000087311491
 7  52201.285714285717403982 100 30 10 m1.large 100 -1 -1 -1 12818.811999999999898136593
 7 225063.151785714289871976 100 30 10 m1.small 100 -1 -1 -1 10146.079999999999927240424
 7  26861.794642857141298009 100 30 10 m1.xlarge 100 -1 -1 -1 13334.905000000000654836185
 7  15954.625000000000000000 100 30 10 m2.2xlarge 100 -1 -1 -1 14757.635000000000218278728
 7   9326.767857142856883002 100 30 10 m2.4xlarge 100 -1 -1 -1 17809.329000000001542503014
 7  30373.473214285713766003 100 30 10 m2.xlarge 100 -1 -1 -1 11787.531999999999243300408
 7  32689.891891891893465072  50 30 10 c1.medium 100 -1 -1 -1  2118.400999999999839928932
 7  11054.094594594595037051  50 30 10 c1.xlarge 100 -1 -1 -1  1785.976000000000112777343
 7  41710.648648648646485526  50 30 10 m1.large 100 -1 -1 -1  1667.223999999999932697392
 7 181514.108108108106534928  50 30 10 m1.small 100 -1 -1 -1  1411.703999999999950887286
 7  22226.824324324323242763  50 30 10 m1.xlarge 100 -1 -1 -1  4939.268000000000029103830
 7  13376.364864864865012350  50 30 10 m2.2xlarge 100 -1 -1 -1  1672.148999999999887222657
 7   8423.743243243243341567  50 30 10 m2.4xlarge 100 -1 -1 -1  2096.360000000000127329258
 7  24438.635135135136806639  50 30 10 m2.xlarge 100 -1 -1 -1  2193.032999999999901774572
 8  15774.899999999999636202 100 30  1 c1.medium 100 -1 -1 -1   243.742999999999994997779
 8   6337.100000000000363798 100 30  1 c1.xlarge 100 -1 -1 -1   339.920000000000015916157
 8  19718.000000000000000000 100 30  1 m1.large 100 -1 -1 -1   703.152000000000043655746
 8  71247.199999999997089617 100 30  1 m1.small 100 -1 -1 -1   559.802999999999997271516
 8  11803.100000000000363798 100 30  1 m1.xlarge 100 -1 -1 -1   689.424999999999954525265
 8   7264.000000000000000000 100 30  1 m2.2xlarge 100 -1 -1 -1   825.243000000000051841198
 8   4874.899999999999636202 100 30  1 m2.4xlarge 100 -1 -1 -1  1325.988100000000031286618
 8  12135.500000000000000000 100 30  1 m2.xlarge 100 -1 -1 -1   550.235999999999989995558
 8  11700.250000000000000000  50 30  1 c1.medium 100 -1 -1 -1    61.265000000000000568434
 8   6803.750000000000000000  50 30  1 c1.xlarge 100 -1 -1 -1    81.701999999999998181011
 8  14623.750000000000000000  50 30  1 m1.large 100 -1 -1 -1    37.621999999999999886313
 8  51500.000000000000000000  50 30  1 m1.small 100 -1 -1 -1    37.338000000000000966338
 8  10036.500000000000000000  50 30  1 m1.xlarge 100 -1 -1 -1    43.679999999999999715783
 8   6176.750000000000000000  50 30  1 m2.2xlarge 100 -1 -1 -1    53.140000000000000568434
 8   5233.750000000000000000  50 30  1 m2.4xlarge 100 -1 -1 -1    67.221999999999994201971
 8   9000.750000000000000000  50 30  1 m2.xlarge 100 -1 -1 -1   108.525000000000005684342
 8  32489.229508196720416890 100 30  5 c1.medium 100 -1 -1 -1  2523.192000000000007275958
 8  10956.770491803279583110 100 30  5 c1.xlarge 100 -1 -1 -1  4162.569999999999708961695
 8  41479.852459016394277569 100 30  5 m1.large 100 -1 -1 -1  7536.423999999999978172127
 8 194674.885245901648886502 100 30  5 m1.small 100 -1 -1 -1  5148.619999999999890860636
 8  22332.819672131146944594 100 30  5 m1.xlarge 100 -1 -1 -1  8020.998999999999796273187
 8  13404.901639344261639053 100 30  5 m2.2xlarge 100 -1 -1 -1  8264.915000000000873114914
 8   8421.655737704917555675 100 30  5 m2.4xlarge 100 -1 -1 -1 10077.975000000000363797881
 8  24557.213114754096750403 100 30  5 m2.xlarge 100 -1 -1 -1  5849.359999999999672581907
 8  34956.766666666670062114  50 30  5 c1.medium 100 -1 -1 -1  2597.485999999999876308721
 8  12118.266666666666424135  50 30  5 c1.xlarge 100 -1 -1 -1   976.149000000000000909495
 8  44030.233333333329937886  50 30  5 m1.large 100 -1 -1 -1   817.258000000000038198777
 8 184889.866666666668606922  50 30  5 m1.small 100 -1 -1 -1   823.368000000000051841198
 8  24480.866666666664968943  50 30  5 m1.xlarge 100 -1 -1 -1   934.231999999999970896170
 8  15064.200000000000727596  50 30  5 m2.2xlarge 100 -1 -1 -1   904.684999999999945430318
 8   9321.899999999999636202  50 30  5 m2.4xlarge 100 -1 -1 -1   949.039999999999963620212
 8  26890.033333333332848269  50 30  5 m2.xlarge 100 -1 -1 -1  1278.151000000000067302608
 8  38006.769230769234127365 100 30 10 c1.medium 100 -1 -1 -1  5474.126000000000203726813
 8  12634.264957264957047300 100 30 10 c1.xlarge 100 -1 -1 -1  8619.218800000000555883162
 8  48185.487179487179673743 100 30 10 m1.large 100 -1 -1 -1 13142.541999999999461579137
 8 197606.923076923063490540 100 30 10 m1.small 100 -1 -1 -1 12087.596999999999752617441
 8  26230.170940170941321412 100 30 10 m1.xlarge 100 -1 -1 -1 14708.078999999999723513611
 8  15936.205128205128858099 100 30 10 m2.2xlarge 100 -1 -1 -1 17183.562999999998282874003
 8   9610.837606837607381749 100 30 10 m2.4xlarge 100 -1 -1 -1 20487.902999999998428393155
 8  28996.094017094015725888 100 30 10 m2.xlarge 100 -1 -1 -1 11904.177999999999883584678
 8  41708.400000000001455192  50 30 10 c1.medium 100 -1 -1 -1  1788.249000000000023646862
 8  13260.466666666667151731  50 30 10 c1.xlarge 100 -1 -1 -1  1823.217000000000098225428
 8  53327.733333333329937886  50 30 10 m1.large 100 -1 -1 -1  1179.178000000000110958354
 8 223823.577777777769370005  50 30 10 m1.small 100 -1 -1 -1  1086.288000000000010913936
 8  27743.133333333335031057  50 30 10 m1.xlarge 100 -1 -1 -1  1971.748000000000047293724
 8  16567.888888888890505768  50 30 10 m2.2xlarge 100 -1 -1 -1  1535.538000000000010913936
 8  10102.533333333332848269  50 30 10 m2.4xlarge 100 -1 -1 -1  1371.276000000000067302608
 8  31109.000000000000000000  50 30 10 m2.xlarge 100 -1 -1 -1  1154.741999999999961801223
 9  53530.800000000002910383 100 30  1 c1.medium 100 -1 -1 -1   433.081999999999993633537
 9  17254.599999999998544808 100 30  1 c1.xlarge 100 -1 -1 -1   565.663499999999999090505
 9  66910.399999999994179234 100 30  1 m1.large 100 -1 -1 -1  1077.042999999999892679625
 9 256090.600000000005820766 100 30  1 m1.small 100 -1 -1 -1  1057.057999999999992724042
 9  36547.599999999998544808 100 30  1 m1.xlarge 100 -1 -1 -1  1142.719000000000050931703
 9  22493.599999999998544808 100 30  1 m2.2xlarge 100 -1 -1 -1  1389.983999999999923602445
 9  13273.799999999999272404 100 30  1 m2.4xlarge 100 -1 -1 -1  1535.773999999999887222657
 9  41180.800000000002910383 100 30  1 m2.xlarge 100 -1 -1 -1   946.458999999999946339813
 9   5131.750000000000000000  50 30  1 c1.medium 100 -1 -1 -1    23.945000000000000284217
 9   4077.750000000000000000  50 30  1 c1.xlarge 100 -1 -1 -1    17.980000000000000426326
 9   6414.750000000000000000  50 30  1 m1.large 100 -1 -1 -1    13.676000000000000156319
 9  18128.750000000000000000  50 30  1 m1.small 100 -1 -1 -1    10.031000000000000582645
 9   5455.250000000000000000  50 30  1 m1.xlarge 100 -1 -1 -1    18.096000000000000085265
 9   3357.250000000000000000  50 30  1 m2.2xlarge 100 -1 -1 -1    40.780000000000001136868
 9   3136.750000000000000000  50 30  1 m2.4xlarge 100 -1 -1 -1    26.600000000000001421085
 9   3947.750000000000000000  50 30  1 m2.xlarge 100 -1 -1 -1    23.385000000000001563194
 9  28945.322580645162815927 100 30  5 c1.medium 100 -1 -1 -1  2712.143999999999778083293
 9  10449.370967741935601225 100 30  5 c1.xlarge 100 -1 -1 -1  3488.164000000000214640750
 9  36293.000000000000000000 100 30  5 m1.large 100 -1 -1 -1  6602.088999999999941792339
 9 144735.241935483878478408 100 30  5 m1.small 100 -1 -1 -1  7096.685000000000400177669
 9  20633.693548387098417152 100 30  5 m1.xlarge 100 -1 -1 -1  7389.484999999999672581907
 9  12603.370967741935601225 100 30  5 m2.2xlarge 100 -1 -1 -1  8176.091999999999643478077
 9   8032.790322580644897243 100 30  5 m2.4xlarge 100 -1 -1 -1  9942.842000000000552972779
 9  22162.919354838708386524 100 30  5 m2.xlarge 100 -1 -1 -1  6104.242000000000189174898
 9  54080.742857142853608821  50 30  5 c1.medium 100 -1 -1 -1   957.571000000000026375346
 9  14270.399999999999636202  50 30  5 c1.xlarge 100 -1 -1 -1  1562.009999999999990905053
 9  69843.828571428573923185  50 30  5 m1.large 100 -1 -1 -1   858.779999999999972715159
 9 301160.942857142828870565  50 30  5 m1.small 100 -1 -1 -1   839.376999999999952706276
 9  33538.028571428571012802  50 30  5 m1.xlarge 100 -1 -1 -1  1313.236000000000103682396
 9  18525.142857142858701991  50 30  5 m2.2xlarge 100 -1 -1 -1  1524.634999999999990905053
 9  10713.371428571428623400  50 30  5 m2.4xlarge 100 -1 -1 -1  1157.568999999999959982233
 9  39530.571428571427532006  50 30  5 m2.xlarge 100 -1 -1 -1   860.024999999999977262632
 9  41456.939655172413040418 100 30 10 c1.medium 100 -1 -1 -1  5274.411000000000058207661
 9  12139.974137931034420035 100 30 10 c1.xlarge 100 -1 -1 -1  7427.534999999999854480848
 9  54098.637931034485518467 100 30 10 m1.large 100 -1 -1 -1 13182.748999999999796273187
 9 244565.931034482753602788 100 30 10 m1.small 100 -1 -1 -1 12067.683000000000902218744
 9  26098.629310344826080836 100 30 10 m1.xlarge 100 -1 -1 -1 14905.046000000000276486389
 9  15144.250000000000000000 100 30 10 m2.2xlarge 100 -1 -1 -1 17390.254000000000814907253
 9   9303.922413793103260105 100 30 10 m2.4xlarge 100 -1 -1 -1 21001.683000000000902218744
 9  29912.250000000000000000 100 30 10 m2.xlarge 100 -1 -1 -1 14248.014999999999417923391
 9  31920.592592592591245193  50 30 10 c1.medium 100 -1 -1 -1  2065.146000000000185536919
 9  11421.814814814815690625  50 30 10 c1.xlarge 100 -1 -1 -1  1651.201000000000021827873
 9  40051.592592592591245193  50 30 10 m1.large 100 -1 -1 -1  1279.953999999999950887286
 9 160964.759259259270038456  50 30 10 m1.small 100 -1 -1 -1  1267.279999999999972715159
 9  22694.537037037036498077  50 30 10 m1.xlarge 100 -1 -1 -1  1397.291999999999916326487
 9  13875.925925925925184856  50 30 10 m2.2xlarge 100 -1 -1 -1  1787.618999999999914507498
 9   8784.574074074074815144  50 30 10 m2.4xlarge 100 -1 -1 -1  1573.460000000000036379788
 9  24471.925925925927003846  50 30 10 m2.xlarge 100 -1 -1 -1  1261.934999999999945430318
10  37041.333333333335758653 100 30  1 c1.medium 100 -1 -1 -1   541.150999999999953615770
10  12165.777777777777373558 100 30  1 c1.xlarge 100 -1 -1 -1  1228.450000000000045474735
10  46299.888888888890505768 100 30  1 m1.large 100 -1 -1 -1  1324.714999999999918145477
10 177113.777777777781011537 100 30  1 m1.small 100 -1 -1 -1  2347.690000000000054569682
10  25385.000000000000000000 100 30  1 m1.xlarge 100 -1 -1 -1  1427.576999999999998181011
10  15623.222222222222626442 100 30  1 m2.2xlarge 100 -1 -1 -1  1601.182000000000016370905
10   9359.000000000000000000 100 30  1 m2.4xlarge 100 -1 -1 -1  1883.217000000000098225428
10  28495.888888888890505768 100 30  1 m2.xlarge 100 -1 -1 -1  1183.824000000000069121597
10  11925.000000000000000000  50 30  1 c1.medium 100 -1 -1 -1   104.049000000000006593837
10   7451.000000000000000000  50 30  1 c1.xlarge 100 -1 -1 -1   139.462999999999993860911
10  14905.333333333333939663  50 30  1 m1.large 100 -1 -1 -1    48.723999999999996646238
10  46628.333333333335758653  50 30  1 m1.small 100 -1 -1 -1    43.287999999999996703082
10  11044.500000000000000000  50 30  1 m1.xlarge 100 -1 -1 -1    63.752000000000002444267
10   6797.166666666666969832  50 30  1 m2.2xlarge 100 -1 -1 -1    57.259999999999998010480
10   5732.000000000000000000  50 30  1 m2.4xlarge 100 -1 -1 -1    85.277000000000001023182
10   9173.500000000000000000  50 30  1 m2.xlarge 100 -1 -1 -1    68.349999999999994315658
10  42731.559322033899661619 100 30  5 c1.medium 100 -1 -1 -1  2701.284999999999854480848
10  13363.677966101695346879 100 30  5 c1.xlarge 100 -1 -1 -1  5077.617000000000189174898
10  53812.406779661017935723 100 30  5 m1.large 100 -1 -1 -1  6423.384000000000014551915
10 225290.000000000000000000 100 30  5 m1.small 100 -1 -1 -1  6133.521999999999934516381
10  28576.084745762713282602 100 30  5 m1.xlarge 100 -1 -1 -1  7403.981999999999970896170
10  17320.152542372881725896 100 30  5 m2.2xlarge 100 -1 -1 -1  8382.329999999999927240424
10  10146.966101694915778353 100 30  5 m2.4xlarge 100 -1 -1 -1 10020.980999999999767169356
10  32502.779661016949830810 100 30  5 m2.xlarge 100 -1 -1 -1  6150.060999999999694409780
10  28265.666666666667879326  50 30  5 c1.medium 100 -1 -1 -1   458.961000000000012732926
10  10831.200000000000727596  50 30  5 c1.xlarge 100 -1 -1 -1   459.389999999999986357579
10  35330.199999999997089617  50 30  5 m1.large 100 -1 -1 -1   365.923999999999978172127
10 132509.666666666656965390  50 30  5 m1.small 100 -1 -1 -1   374.401999999999986812327
10  20482.266666666666424135  50 30  5 m1.xlarge 100 -1 -1 -1   395.564000000000021373125
10  12605.933333333332484472  50 30  5 m2.2xlarge 100 -1 -1 -1   748.075000000000045474735
10   8332.200000000000727596  50 30  5 m2.4xlarge 100 -1 -1 -1   415.100000000000022737368
10  21744.400000000001455192  50 30  5 m2.xlarge 100 -1 -1 -1   756.690000000000054569682
10  38661.671755725190450903 100 30 10 c1.medium 100 -1 -1 -1  7388.871000000000094587449
10  12853.335877862595225452 100 30 10 c1.xlarge 100 -1 -1 -1  9496.049999999999272404239
10  48675.526717557251686230 100 30 10 m1.large 100 -1 -1 -1 17871.628000000000611180440
10 194957.091603053442668170 100 30 10 m1.small 100 -1 -1 -1 16885.231999999999970896170
10  26624.664122137404774548 100 30 10 m1.xlarge 100 -1 -1 -1 22532.407999999999447027221
10  16140.190839694656460779 100 30 10 m2.2xlarge 100 -1 -1 -1 23290.449000000000523868948
10   9876.908396946564607788 100 30 10 m2.4xlarge 100 -1 -1 -1 26405.315999999998894054443
10  29429.786259541986510158 100 30 10 m2.xlarge 100 -1 -1 -1 16342.229999999999563442543
10  36795.147058823531551752  50 30 10 c1.medium 100 -1 -1 -1  1952.025000000000090949470
10  11441.852941176470267237  50 30 10 c1.xlarge 100 -1 -1 -1  2637.846799999999802821549
10  47117.941176470587379299  50 30 10 m1.large 100 -1 -1 -1  1420.821999999999889041646
10 207879.382352941174758598  50 30 10 m1.small 100 -1 -1 -1  1367.897999999999910869519
10  24439.617647058825241402  50 30 10 m1.xlarge 100 -1 -1 -1  1564.836000000000012732926
10  14423.882352941176577588  50 30 10 m2.2xlarge 100 -1 -1 -1  1684.386999999999943611328
10   8717.897058823529732763  50 30 10 m2.4xlarge 100 -1 -1 -1  1733.221999999999979991117
10  27386.955882352940534474  50 30 10 m2.xlarge 100 -1 -1 -1  2342.835000000000036379788
