nPeers nMachines nUsers instance beta eff rel_mksp rel_cost
 50 30  1 m1.xlarge 0.4000000000000000222045  1.2812441388663105001910  1.6208475716473169647713 0.9004642333369063944559
 50 30  1 m1.xlarge 0.5000000000000000000000  1.2081039963344992749228  1.6208475716473169647713 0.9004642333369063944559
 50 30  1 m1.xlarge 0.6000000000000000888178  1.1391390771557541317094  1.6208475716473169647713 0.9004642333369063944559
 50 30  1 m1.xlarge 0.7000000000000000666134  1.0741110376593554498470  1.6208475716473169647713 0.9004642333369063944559
 50 30  1 m1.xlarge 0.8000000000000000444089  1.0127951400827153172202  1.6208475716473169647713 0.9004642333369063944559
 50 30  1 m1.xlarge 0.9000000000000000222045  0.9549794758747052192405  1.6208475716473169647713 0.9004642333369063944559
 50 30  1 m1.xlarge 1.0000000000000000000000  0.9004642333369063944559  1.6208475716473169647713 0.9004642333369063944559
 50 30  1 m2.2xlarge 0.0000000000000000000000  0.9953497435627224332322  0.9953497435627224332322 0.9331612696084242708494
 50 30  1 m2.2xlarge 0.1000000000000000055511  0.9889488016322949270887  0.9953497435627224332322 0.9331612696084242708494
 50 30  1 m2.2xlarge 0.2000000000000000111022  0.9825890231801943652812  0.9953497435627224332322 0.9331612696084242708494
 50 30  1 m2.2xlarge 0.3000000000000000444089  0.9762701434903887642847  0.9953497435627224332322 0.9331612696084242708494
 50 30  1 m2.2xlarge 0.4000000000000000222045  0.9699918995491945139520  0.9953497435627224332322 0.9331612696084242708494
 50 30  1 m2.2xlarge 0.5000000000000000000000  0.9637540300343285792906  0.9953497435627224332322 0.9331612696084242708494
 50 30  1 m2.2xlarge 0.6000000000000000888178  0.9575562753040323116238  0.9953497435627224332322 0.9331612696084242708494
 50 30  1 m2.2xlarge 0.7000000000000000666134  0.9513983773862626502904  0.9953497435627224332322 0.9331612696084242708494
 50 30  1 m2.2xlarge 0.8000000000000000444089  0.9452800799679555998623  0.9953497435627224332322 0.9331612696084242708494
 50 30  1 m2.2xlarge 0.9000000000000000222045  0.9392011283843574309671  0.9953497435627224332322 0.9331612696084242708494
 50 30  1 m2.2xlarge 1.0000000000000000000000  0.9331612696084242708494  0.9953497435627224332322 0.9331612696084242708494
 50 30  1 m2.4xlarge 0.0000000000000000000000  0.6467339052733278581542  0.6467339052733278581542 0.8195012949798815560243
 50 30  1 m2.4xlarge 0.1000000000000000055511  0.6622287496500605108452  0.6467339052733278581542 0.8195012949798815560243
 50 30  1 m2.4xlarge 0.2000000000000000111022  0.6780948289354650215799  0.6467339052733278581542 0.8195012949798815560243
 50 30  1 m2.4xlarge 0.3000000000000000444089  0.6943410374013435637508  0.6467339052733278581542 0.8195012949798815560243
 50 30  1 m2.4xlarge 0.4000000000000000222045  0.7109764824138732342007  0.6467339052733278581542 0.8195012949798815560243
 50 30  1 m2.4xlarge 0.5000000000000000000000  0.7280104895390507868669  0.6467339052733278581542 0.8195012949798815560243
 50 30  1 m2.4xlarge 0.6000000000000000888178  0.7454526077704571873639  0.6467339052733278581542 0.8195012949798815560243
 50 30  1 m2.4xlarge 0.7000000000000000666134  0.7633126148822710899111  0.6467339052733278581542 0.8195012949798815560243
 50 30  1 m2.4xlarge 0.8000000000000000444089  0.7816005229105333906858  0.6467339052733278581542 0.8195012949798815560243
 50 30  1 m2.4xlarge 0.9000000000000000222045  0.8003265837657366210678  0.6467339052733278581542 0.8195012949798815560243
 50 30  1 m2.4xlarge 1.0000000000000000000000  0.8195012949798815560243  0.6467339052733278581542 0.8195012949798815560243
 50 30  1 m2.xlarge 0.0000000000000000000000  1.7240074439714867526874  1.7240074439714867526874 0.8808724029950780742837
 50 30  1 m2.xlarge 0.1000000000000000055511  1.6120426338266526933296  1.7240074439714867526874 0.8808724029950780742837
 50 30  1 m2.xlarge 0.2000000000000000111022  1.5073493228592753645501  1.7240074439714867526874 0.8808724029950780742837
 50 30  1 m2.xlarge 0.3000000000000000444089  1.4094552671543314481539  1.7240074439714867526874 0.8808724029950780742837
 50 30  1 m2.xlarge 0.4000000000000000222045  1.3179188924441183061731  1.7240074439714867526874 0.8808724029950780742837
 50 30  1 m2.xlarge 0.5000000000000000000000  1.2323273022831904288665  1.7240074439714867526874 0.8808724029950780742837
 50 30  1 m2.xlarge 0.6000000000000000888178  1.1522944155813883426731  1.7240074439714867526874 0.8808724029950780742837
 50 30  1 m2.xlarge 0.7000000000000000666134  1.0774592250938606063926  1.7240074439714867526874 0.8808724029950780742837
 50 30  1 m2.xlarge 0.8000000000000000444089  1.0074841690125888593599  1.7240074439714867526874 0.8808724029950780742837
 50 30  1 m2.xlarge 0.9000000000000000222045  0.9420536083141014538356  1.7240074439714867526874 0.8808724029950780742837
 50 30  1 m2.xlarge 1.0000000000000000000000  0.8808724029950780742837  1.7240074439714867526874 0.8808724029950780742837
 50 30  5 c1.medium 0.0000000000000000000000  2.1180484384363560401709  2.1180484384363560401709 0.9542936638469233789905
 50 30  5 c1.medium 0.1000000000000000055511  1.9557372298381998643180  2.1180484384363560401709 0.9542936638469233789905
 50 30  5 c1.medium 0.2000000000000000111022  1.8058643243300542824414  2.1180484384363560401709 0.9542936638469233789905
 50 30  5 c1.medium 0.3000000000000000444089  1.6674765444628978361408  2.1180484384363560401709 0.9542936638469233789905
 50 30  5 c1.medium 0.4000000000000000222045  1.5396937570963089569887  2.1180484384363560401709 0.9542936638469233789905
 50 30  5 c1.medium 0.5000000000000000000000  1.4217032758352512455957  2.1180484384363560401709 0.9542936638469233789905
 50 30  5 c1.medium 0.6000000000000000888178  1.3127546924217696755477  2.1180484384363560401709 0.9542936638469233789905
 50 30  5 c1.medium 0.7000000000000000666134  1.2121551042097176154044  2.1180484384363560401709 0.9542936638469233789905
 50 30  5 c1.medium 0.8000000000000000444089  1.1192647073697141735238  2.1180484384363560401709 0.9542936638469233789905
 50 30  5 c1.medium 0.9000000000000000222045  1.0334927277975396453513  2.1180484384363560401709 0.9542936638469233789905
 50 30  5 c1.medium 1.0000000000000000000000  0.9542936638469232679682  2.1180484384363560401709 0.9542936638469233789905
 50 30  5 c1.xlarge 0.0000000000000000000000  0.7380758469523658327205  0.7380758469523659437428 1.0526362070745156618301
 50 30  5 c1.xlarge 0.1000000000000000055511  0.7647486598900601340034  0.7380758469523659437428 1.0526362070745156618301
 50 30  5 c1.xlarge 0.2000000000000000111022  0.7923853831805274250399  0.7380758469523659437428 1.0526362070745156618301
 50 30  5 c1.xlarge 0.3000000000000000444089  0.8210208509138341437250  0.7380758469523659437428 1.0526362070745156618301
 50 30  5 c1.xlarge 0.4000000000000000222045  0.8506911560251524395682  0.7380758469523659437428 1.0526362070745156618301
 50 30  5 c1.xlarge 0.5000000000000000000000  0.8814336957872945799153  0.7380758469523659437428 1.0526362070745156618301
 50 30  5 c1.xlarge 0.6000000000000000888178  0.9132872189472690527268  0.7380758469523659437428 1.0526362070745156618301
 50 30  5 c1.xlarge 0.7000000000000000666134  0.9462918745662732833424  0.7380758469523659437428 1.0526362070745156618301
 50 30  5 c1.xlarge 0.8000000000000000444089  0.9804892626246788367439  0.7380758469523659437428 1.0526362070745156618301
 50 30  5 c1.xlarge 0.9000000000000000222045  1.0159224864557978573743  0.7380758469523659437428 1.0526362070745156618301
 50 30  5 c1.xlarge 1.0000000000000000000000  1.0526362070745156618301  0.7380758469523659437428 1.0526362070745156618301
 50 30  5 m1.large 0.0000000000000000000000  2.6841233401025474947232  2.6841233401025474947232 0.6841142398805657443006
 50 30  5 m1.large 0.1000000000000000055511  2.3411815057035680887054  2.6841233401025474947232 0.6841142398805657443006
 50 30  5 m1.large 0.2000000000000000111022  2.0420562500823900009550  2.6841233401025474947232 0.6841142398805657443006
 50 30  5 m1.large 0.3000000000000000444089  1.7811492694358153077161  2.6841233401025474947232 0.6841142398805657443006
 50 30  5 m1.large 0.4000000000000000222045  1.5535775372905324953621  2.6841233401025474947232 0.6841142398805657443006
 50 30  5 m1.large 0.5000000000000000000000  1.3550819158117117790852  2.6841233401025474947232 0.6841142398805657443006
 50 30  5 m1.large 0.6000000000000000888178  1.1819474435517307586707  2.6841233401025474947232 0.6841142398805657443006
 50 30  5 m1.large 0.7000000000000000666134  1.0309338077777026043691  2.6841233401025474947232 0.6841142398805657443006
 50 30  5 m1.large 0.8000000000000000444089  0.8992147001268219197456  2.6841233401025474947232 0.6841142398805657443006
 50 30  5 m1.large 0.9000000000000000222045  0.7843249205952159686106  2.6841233401025474947232 0.6841142398805657443006
 50 30  5 m1.large 1.0000000000000000000000  0.6841142398805656332783  2.6841233401025474947232 0.6841142398805657443006
 50 30  5 m1.small 0.0000000000000000000000 11.2472907470174252608786 11.2472907470174252608786 0.6515156558318730972701
 50 30  5 m1.small 0.1000000000000000055511  8.4593231475530661356288 11.2472907470174252608786 0.6515156558318730972701
 50 30  5 m1.small 0.2000000000000000111022  6.3624342718893034387406 11.2472907470174252608786 0.6515156558318730972701
 50 30  5 m1.small 0.3000000000000000444089  4.7853201914648373360706 11.2472907470174252608786 0.6515156558318730972701
 50 30  5 m1.small 0.4000000000000000222045  3.5991396305680360967472 11.2472907470174252608786 0.6515156558318730972701
 50 30  5 m1.small 0.5000000000000000000000  2.7069883648392019104278 11.2472907470174252608786 0.6515156558318730972701
 50 30  5 m1.small 0.6000000000000000888178  2.0359826957361750743303 11.2472907470174252608786 0.6515156558318730972701
 50 30  5 m1.small 0.7000000000000000666134  1.5313052657259489386377 11.2472907470174252608786 0.6515156558318730972701
 50 30  5 m1.small 0.8000000000000000444089  1.1517267910728221647076 11.2472907470174252608786 0.6515156558318730972701
 50 30  5 m1.small 0.9000000000000000222045  0.8662378631905607306862 11.2472907470174252608786 0.6515156558318730972701
 50 30  5 m1.small 1.0000000000000000000000  0.6515156558318730972701 11.2472907470174252608786 0.6515156558318730972701
 50 30  5 m1.xlarge 0.0000000000000000000000  1.4700597979606417897713  1.4700597979606417897713 0.8375111867788244124355
 50 30  5 m1.xlarge 0.1000000000000000055511  1.3896344197289363098236  1.4700597979606417897713 0.8375111867788244124355
 50 30  5 m1.xlarge 0.2000000000000000111022  1.3136090267717663859770  1.4700597979606417897713 0.8375111867788244124355
 50 30  5 m1.xlarge 0.3000000000000000444089  1.2417429006636568900035  1.4700597979606417897713 0.8375111867788244124355
 50 30  5 m1.xlarge 0.4000000000000000222045  1.1738084924232903283325  1.4700597979606417897713 0.8375111867788244124355
 50 30  5 m1.xlarge 0.5000000000000000000000  1.1095907020274888843403  1.4700597979606417897713 0.8375111867788244124355
 50 30  5 m1.xlarge 0.6000000000000000888178  1.0488861973422083373464  1.4700597979606417897713 0.8375111867788244124355
 50 30  5 m1.xlarge 0.7000000000000000666134  0.9915027703140785186875  1.4700597979606417897713 0.8375111867788244124355
 50 30  5 m1.xlarge 0.8000000000000000444089  0.9372587283840045913053  1.4700597979606417897713 0.8375111867788244124355
 50 30  5 m1.xlarge 0.9000000000000000222045  0.8859823191958740018492  1.4700597979606417897713 0.8375111867788244124355
 50 30  5 m1.xlarge 1.0000000000000000000000  0.8375111867788243014132  1.4700597979606417897713 0.8375111867788244124355
 50 30  5 m2.2xlarge 0.0000000000000000000000  0.8869823235041689457603  0.8869823235041689457603 0.9733388294049752920145
 50 30  5 m2.2xlarge 0.1000000000000000055511  0.8952614277413187826582  0.8869823235041689457603 0.9733388294049752920145
 50 30  5 m2.2xlarge 0.2000000000000000111022  0.9036178092422350038859  0.8869823235041689457603 0.9733388294049752920145
 50 30  5 m2.2xlarge 0.3000000000000000444089  0.9120521893138759939035  0.8869823235041689457603 0.9733388294049752920145
 50 30  5 m2.2xlarge 0.4000000000000000222045  0.9205652959958885439562  0.8869823235041689457603 0.9733388294049752920145
 50 30  5 m2.2xlarge 0.5000000000000000000000  0.9291578641234508051383  0.8869823235041689457603 0.9733388294049752920145
 50 30  5 m2.2xlarge 0.6000000000000000888178  0.9378306353907006620574  0.8869823235041689457603 0.9733388294049752920145
 50 30  5 m2.2xlarge 0.7000000000000000666134  0.9465843584147599631962  0.8869823235041689457603 0.9733388294049752920145
 50 30  5 m2.2xlarge 0.8000000000000000444089  0.9554197888003517213917  0.8869823235041689457603 0.9733388294049752920145
 50 30  5 m2.2xlarge 0.9000000000000000222045  0.9643376892050229409747  0.8869823235041689457603 0.9733388294049752920145
 50 30  5 m2.2xlarge 1.0000000000000000000000  0.9733388294049752920145  0.8869823235041689457603 0.9733388294049752920145
 50 30  5 m2.4xlarge 0.0000000000000000000000  0.5656943941517740270797  0.5656943941517740270797 0.8418131075874464297470
 50 30  5 m2.4xlarge 0.1000000000000000055511  0.5886338810044552394274  0.5656943941517740270797 0.8418131075874464297470
 50 30  5 m2.4xlarge 0.2000000000000000111022  0.6125035875349422731517  0.5656943941517740270797 0.8418131075874464297470
 50 30  5 m2.4xlarge 0.3000000000000000444089  0.6373412351035485645667  0.5656943941517740270797 0.8418131075874464297470
 50 30  5 m2.4xlarge 0.4000000000000000222045  0.6631860747103680564507  0.5656943941517740270797 0.8418131075874464297470
 50 30  5 m2.4xlarge 0.5000000000000000000000  0.6900789490237347889590  0.5656943941517740270797 0.8418131075874464297470
 50 30  5 m2.4xlarge 0.6000000000000000888178  0.7180623569239994452573  0.5656943941517740270797 0.8418131075874464297470
 50 30  5 m2.4xlarge 0.7000000000000000666134  0.7471805206646217056843  0.5656943941517740270797 0.8418131075874464297470
 50 30  5 m2.4xlarge 0.8000000000000000444089  0.7774794557567153985289  0.5656943941517740270797 0.8418131075874464297470
 50 30  5 m2.4xlarge 0.9000000000000000222045  0.8090070436874805537286  0.5656943941517740270797 0.8418131075874464297470
 50 30  5 m2.4xlarge 1.0000000000000000000000  0.8418131075874463187247  0.5656943941517740270797 0.8418131075874464297470
 50 30  5 m2.xlarge 0.0000000000000000000000  1.6043517882682980513209  1.6043517882682980513209 0.9648422509229145349607
 50 30  5 m2.xlarge 0.1000000000000000055511  1.5248083928530806741009  1.6043517882682980513209 0.9648422509229145349607
 50 30  5 m2.xlarge 0.2000000000000000111022  1.4492087408241018930966  1.6043517882682980513209 0.9648422509229145349607
 50 30  5 m2.xlarge 0.3000000000000000444089  1.3773573022845619906462  1.6043517882682980513209 0.9648422509229145349607
 50 30  5 m2.xlarge 0.4000000000000000222045  1.3090682416653114383820  1.6043517882682980513209 0.9648422509229145349607
 50 30  5 m2.xlarge 0.5000000000000000000000  1.2441649370822938092118  1.6043517882682980513209 0.9648422509229145349607
 50 30  5 m2.xlarge 0.6000000000000000888178  1.1824795235241447599606  1.6043517882682980513209 0.9648422509229145349607
 50 30  5 m2.xlarge 0.7000000000000000666134  1.1238524586884439671053  1.6043517882682980513209 0.9648422509229145349607
 50 30  5 m2.xlarge 0.8000000000000000444089  1.0681321103437024788718  1.6043517882682980513209 0.9648422509229145349607
 50 30  5 m2.xlarge 0.9000000000000000222045  1.0151743641498542913837  1.6043517882682980513209 0.9648422509229145349607
 50 30  5 m2.xlarge 1.0000000000000000000000  0.9648422509229144239384  1.6043517882682980513209 0.9648422509229145349607
 50 30 10 c1.medium 0.0000000000000000000000  1.6816975235705722280244  1.6816975235705720059798 0.9314296011316031131955
 50 30 10 c1.medium 0.1000000000000000055511  1.5852147320905229932464  1.6816975235705720059798 0.9314296011316031131955
 50 30 10 c1.medium 0.2000000000000000111022  1.4942673766334855223192  1.6816975235705720059798 0.9314296011316031131955
 50 30 10 c1.medium 0.3000000000000000444089  1.4085378767118434950589  1.6816975235705720059798 0.9314296011316031131955
 50 30 10 c1.medium 0.4000000000000000222045  1.3277268721490262937124  1.6816975235705720059798 0.9314296011316031131955
 50 30 10 c1.medium 0.5000000000000000000000  1.2515521777390439250865  1.6816975235705720059798 0.9314296011316031131955
 50 30 10 c1.medium 0.6000000000000000888178  1.1797477978795698483339  1.6816975235705720059798 0.9314296011316031131955
 50 30 10 c1.medium 0.7000000000000000666134  1.1120629977377534114424  1.6816975235705720059798 0.9314296011316031131955
 50 30 10 c1.medium 0.8000000000000000444089  1.0482614277053481366409  1.6816975235705720059798 0.9314296011316031131955
 50 30 10 c1.medium 0.9000000000000000222045  0.9881202980858337925341  1.6816975235705720059798 0.9314296011316031131955
 50 30 10 c1.medium 1.0000000000000000000000  0.9314296011316031131955  1.6816975235705720059798 0.9314296011316031131955
 50 30 10 c1.xlarge 0.0000000000000000000000  0.5634082921610991112615  0.5634082921610991112615 1.0657552142287332053172
 50 30 10 c1.xlarge 0.1000000000000000055511  0.6004912143661488288515  0.5634082921610991112615 1.0657552142287332053172
 50 30 10 c1.xlarge 0.2000000000000000111022  0.6400148942568744114823  0.5634082921610991112615 1.0657552142287332053172
 50 30 10 c1.xlarge 0.3000000000000000444089  0.6821399798546816661826  0.5634082921610991112615 1.0657552142287332053172
 50 30 10 c1.xlarge 0.4000000000000000222045  0.7270376928593605958540  0.5634082921610991112615 1.0657552142287332053172
 50 30 10 c1.xlarge 0.5000000000000000000000  0.7748905245971182687015  0.5634082921610991112615 1.0657552142287332053172
 50 30 10 c1.xlarge 0.6000000000000000888178  0.8258929777751566891908  0.5634082921610991112615 1.0657552142287332053172
 50 30 10 c1.xlarge 0.7000000000000000666134  0.8802523570577315270569  0.5634082921610991112615 1.0657552142287332053172
 50 30 10 c1.xlarge 0.8000000000000000444089  0.9381896116770686022690  0.5634082921610991112615 1.0657552142287332053172
 50 30 10 c1.xlarge 0.9000000000000000222045  0.9999402335040161737822  0.5634082921610991112615 1.0657552142287332053172
 50 30 10 c1.xlarge 1.0000000000000000000000  1.0657552142287332053172  0.5634082921610991112615 1.0657552142287332053172
 50 30 10 m1.large 0.0000000000000000000000  2.1326988981797270206187  2.1326988981797270206187 0.6683200276068443912436
 50 30 10 m1.large 0.1000000000000000055511  1.8990440456661057400112  2.1326988981797270206187 0.6683200276068443912436
 50 30 10 m1.large 0.2000000000000000111022  1.6909880201363398644077  2.1326988981797270206187 0.6683200276068443912436
 50 30 10 m1.large 0.3000000000000000444089  1.5057262577823176119551  2.1326988981797270206187 0.6683200276068443912436
 50 30 10 m1.large 0.4000000000000000222045  1.3407614580216506983135  2.1326988981797270206187 0.6683200276068443912436
 50 30 10 m1.large 0.5000000000000000000000  1.1938699202629081685956  2.1326988981797270206187 0.6683200276068443912436
 50 30 10 m1.large 0.6000000000000000888178  1.0630715687574197048093  2.1326988981797270206187 0.6683200276068443912436
 50 30 10 m1.large 0.7000000000000000666134  0.9466032614771736630743  2.1326988981797270206187 0.6683200276068443912436
 50 30 10 m1.large 0.8000000000000000444089  0.8428950232265047803892  2.1326988981797270206187 0.6683200276068443912436
 50 30 10 m1.large 0.9000000000000000222045  0.7505488826135238156212  2.1326988981797270206187 0.6683200276068443912436
 50 30 10 m1.large 1.0000000000000000000000  0.6683200276068443912436  2.1326988981797270206187 0.6683200276068443912436
 50 30 10 m1.small 0.0000000000000000000000  9.0677515615604313836684  9.0677515615604313836684 0.6279930783007924288697
 50 30 10 m1.small 0.1000000000000000055511  6.9429675782822419805029  9.0677515615604313836684 0.6279930783007924288697
 50 30 10 m1.small 0.2000000000000000111022  5.3160696415003023673762  9.0677515615604313836684 0.6279930783007924288697
 50 30 10 m1.small 0.3000000000000000444089  4.0703915313793093133654  9.0677515615604313836684 0.6279930783007924288697
 50 30 10 m1.small 0.4000000000000000222045  3.1166046225926704593689  9.0677515615604313836684 0.6279930783007924288697
 50 30 10 m1.small 0.5000000000000000000000  2.3863120534437975983622  9.0677515615604313836684 0.6279930783007924288697
 50 30 10 m1.small 0.6000000000000000888178  1.8271439293682265603280  9.0677515615604313836684 0.6279930783007924288697
 50 30 10 m1.small 0.7000000000000000666134  1.3990018337330549780262  9.0677515615604313836684 0.6279930783007924288697
 50 30 10 m1.small 0.8000000000000000444089  1.0711833366434331260564  9.0677515615604313836684 0.6279930783007924288697
 50 30 10 m1.small 0.9000000000000000222045  0.8201802978633560003985  9.0677515615604313836684 0.6279930783007924288697
 50 30 10 m1.small 1.0000000000000000000000  0.6279930783007924288697  9.0677515615604313836684 0.6279930783007924288697
 50 30 10 m1.xlarge 0.0000000000000000000000  1.1562045181242182056991  1.1562045181242182056991 1.0881304924842698511611
 50 30 10 m1.xlarge 0.1000000000000000055511  1.1492097289968297157969  1.1562045181242182056991 1.0881304924842698511611
 50 30 10 m1.xlarge 0.2000000000000000111022  1.1422572568420610306106  1.1562045181242182056991 1.0881304924842698511611
 50 30 10 m1.xlarge 0.3000000000000000444089  1.1353468456513122752938  1.1562045181242182056991 1.0881304924842698511611
 50 30 10 m1.xlarge 0.4000000000000000222045  1.1284782409647808876230  1.1562045181242182056991 1.0881304924842698511611
 50 30 10 m1.xlarge 0.5000000000000000000000  1.1216511898620906695356  1.1562045181242182056991 1.0881304924842698511611
 50 30 10 m1.xlarge 0.6000000000000000888178  1.1148654409529801245782  1.1562045181242182056991 1.0881304924842698511611
 50 30 10 m1.xlarge 0.7000000000000000666134  1.1081207443680447521928  1.1562045181242182056991 1.0881304924842698511611
 50 30 10 m1.xlarge 0.8000000000000000444089  1.1014168517495357413338  1.1562045181242182056991 1.0881304924842698511611
 50 30 10 m1.xlarge 0.9000000000000000222045  1.0947535162422161736373  1.1562045181242182056991 1.0881304924842698511611
 50 30 10 m1.xlarge 1.0000000000000000000000  1.0881304924842698511611  1.1562045181242182056991 1.0881304924842698511611
 50 30 10 m2.2xlarge 0.0000000000000000000000  0.6950694169722468895856  0.6950694169722468895856 0.8162401552637564838832
 50 30 10 m2.2xlarge 0.1000000000000000055511  0.7063291951925543266100  0.6950694169722468895856 0.8162401552637564838832
 50 30 10 m2.2xlarge 0.2000000000000000111022  0.7177713762095820904108  0.6950694169722468895856 0.8162401552637564838832
 50 30 10 m2.2xlarge 0.3000000000000000444089  0.7293989148577505465809  0.6950694169722468895856 0.8162401552637564838832
 50 30 10 m2.2xlarge 0.4000000000000000222045  0.7412148138383255480122  0.6950694169722468895856 0.8162401552637564838832
 50 30 10 m2.2xlarge 0.5000000000000000000000  0.7532221244948369420769  0.6950694169722468895856 0.8162401552637564838832
 50 30 10 m2.2xlarge 0.6000000000000000888178  0.7654239476010594733779  0.6950694169722468895856 0.8162401552637564838832
 50 30 10 m2.2xlarge 0.7000000000000000666134  0.7778234341617583647022  0.6950694169722468895856 0.8162401552637564838832
